language,layer,layer_name,feature,accuracy,f1,n_train,n_test,n_pos_train,n_pos_test
tr-TR,11,layer_11,time,0.78,0.0,1261,50,174,3
tr-TR,12,layer_12,ARG0,0.62,0.42424242424242425,1261,50,385,19
tr-TR,12,layer_12,ARG1,0.84,0.9090909090909091,1261,50,1051,43
tr-TR,12,layer_12,ARG2,0.72,0.8055555555555556,1261,50,807,33
tr-TR,12,layer_12,neg,0.94,0.0,1261,50,49,3
tr-TR,12,layer_12,time,0.9,0.0,1261,50,174,3
ru-RU,0,embedding,ARG0,0.62,0.0,1261,50,395,19
ru-RU,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1059,43
ru-RU,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,809,33
ru-RU,0,embedding,neg,0.94,0.0,1261,50,52,3
ru-RU,0,embedding,time,0.94,0.0,1261,50,175,3
ru-RU,1,layer_1,ARG0,0.62,0.0,1261,50,395,19
ru-RU,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1059,43
ru-RU,1,layer_1,ARG2,0.68,0.8048780487804879,1261,50,809,33
ru-RU,1,layer_1,neg,0.94,0.0,1261,50,52,3
ru-RU,1,layer_1,time,0.94,0.0,1261,50,175,3
ru-RU,2,layer_2,ARG0,0.62,0.0,1261,50,395,19
ru-RU,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1059,43
ru-RU,2,layer_2,ARG2,0.68,0.8048780487804879,1261,50,809,33
ru-RU,2,layer_2,neg,0.94,0.0,1261,50,52,3
ru-RU,2,layer_2,time,0.94,0.0,1261,50,175,3
ru-RU,3,layer_3,ARG0,0.62,0.0,1261,50,395,19
ru-RU,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1059,43
ru-RU,3,layer_3,ARG2,0.66,0.7951807228915663,1261,50,809,33
ru-RU,3,layer_3,neg,0.94,0.0,1261,50,52,3
ru-RU,3,layer_3,time,0.94,0.0,1261,50,175,3
ru-RU,4,layer_4,ARG0,0.62,0.0,1261,50,395,19
ru-RU,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1059,43
ru-RU,4,layer_4,ARG2,0.66,0.7951807228915663,1261,50,809,33
ru-RU,4,layer_4,neg,0.94,0.0,1261,50,52,3
ru-RU,4,layer_4,time,0.94,0.0,1261,50,175,3
ru-RU,5,layer_5,ARG0,0.7,0.6153846153846154,1261,50,395,19
ru-RU,5,layer_5,ARG1,0.88,0.9347826086956522,1261,50,1059,43
ru-RU,5,layer_5,ARG2,0.74,0.8266666666666667,1261,50,809,33
ru-RU,5,layer_5,neg,0.94,0.0,1261,50,52,3
ru-RU,5,layer_5,time,0.92,0.5,1261,50,175,3
ru-RU,6,layer_6,ARG0,0.78,0.7027027027027027,1261,50,395,19
ru-RU,6,layer_6,ARG1,0.84,0.9111111111111111,1261,50,1059,43
ru-RU,6,layer_6,ARG2,0.7,0.7945205479452054,1261,50,809,33
ru-RU,6,layer_6,neg,0.92,0.0,1261,50,52,3
ru-RU,6,layer_6,time,0.88,0.0,1261,50,175,3
ru-RU,7,layer_7,ARG0,0.74,0.6486486486486487,1261,50,395,19
ru-RU,7,layer_7,ARG1,0.84,0.9111111111111111,1261,50,1059,43
ru-RU,7,layer_7,ARG2,0.68,0.7837837837837838,1261,50,809,33
ru-RU,7,layer_7,neg,0.94,0.0,1261,50,52,3
ru-RU,7,layer_7,time,0.86,0.2222222222222222,1261,50,175,3
ru-RU,8,layer_8,ARG0,0.56,0.5769230769230769,1261,50,395,19
ru-RU,8,layer_8,ARG1,0.76,0.8636363636363636,1261,50,1059,43
ru-RU,8,layer_8,ARG2,0.7,0.782608695652174,1261,50,809,33
ru-RU,8,layer_8,neg,0.94,0.0,1261,50,52,3
ru-RU,8,layer_8,time,0.92,0.0,1261,50,175,3
ru-RU,9,layer_9,ARG0,0.6,0.6,1261,50,395,19
ru-RU,9,layer_9,ARG1,0.76,0.8536585365853658,1261,50,1059,43
ru-RU,9,layer_9,ARG2,0.54,0.5964912280701754,1261,50,809,33
ru-RU,9,layer_9,neg,0.9,0.0,1261,50,52,3
ru-RU,9,layer_9,time,0.9,0.0,1261,50,175,3
ru-RU,10,layer_10,ARG0,0.62,0.6415094339622641,1261,50,395,19
ru-RU,10,layer_10,ARG1,0.74,0.8470588235294118,1261,50,1059,43
ru-RU,10,layer_10,ARG2,0.64,0.7272727272727273,1261,50,809,33
ru-RU,10,layer_10,neg,0.94,0.0,1261,50,52,3
ru-RU,10,layer_10,time,0.9,0.0,1261,50,175,3
ru-RU,11,layer_11,ARG0,0.58,0.5333333333333333,1261,50,395,19
ru-RU,11,layer_11,ARG1,0.82,0.898876404494382,1261,50,1059,43
ru-RU,11,layer_11,ARG2,0.68,0.7647058823529411,1261,50,809,33
ru-RU,11,layer_11,neg,0.92,0.0,1261,50,52,3
ru-RU,11,layer_11,time,0.94,0.4,1261,50,175,3
ru-RU,12,layer_12,ARG0,0.62,0.5581395348837209,1261,50,395,19
ru-RU,12,layer_12,ARG1,0.86,0.9230769230769231,1261,50,1059,43
ru-RU,12,layer_12,ARG2,0.72,0.7878787878787878,1261,50,809,33
ru-RU,12,layer_12,neg,0.94,0.0,1261,50,52,3
ru-RU,12,layer_12,time,0.94,0.0,1261,50,175,3
ka-GE,0,embedding,ARG0,0.62,0.0,1261,50,391,19
ka-GE,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,797,33
ka-GE,0,embedding,neg,0.94,0.0,1261,50,52,3
ka-GE,0,embedding,time,0.94,0.0,1261,50,175,3
ka-GE,1,layer_1,ARG0,0.66,0.19047619047619047,1261,50,391,19
ka-GE,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,1,layer_1,ARG2,0.66,0.7951807228915663,1261,50,797,33
ka-GE,1,layer_1,neg,0.94,0.0,1261,50,52,3
ka-GE,1,layer_1,time,0.94,0.0,1261,50,175,3
ka-GE,2,layer_2,ARG0,0.62,0.0,1261,50,391,19
ka-GE,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,2,layer_2,ARG2,0.66,0.7951807228915663,1261,50,797,33
ka-GE,2,layer_2,neg,0.94,0.0,1261,50,52,3
ka-GE,2,layer_2,time,0.94,0.0,1261,50,175,3
ka-GE,3,layer_3,ARG0,0.62,0.0,1261,50,391,19
ka-GE,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,3,layer_3,ARG2,0.66,0.7951807228915663,1261,50,797,33
ka-GE,3,layer_3,neg,0.94,0.0,1261,50,52,3
ka-GE,3,layer_3,time,0.94,0.0,1261,50,175,3
ka-GE,4,layer_4,ARG0,0.74,0.5185185185185185,1261,50,391,19
ka-GE,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,4,layer_4,ARG2,0.66,0.7951807228915663,1261,50,797,33
ka-GE,4,layer_4,neg,0.94,0.0,1261,50,52,3
ka-GE,4,layer_4,time,0.94,0.0,1261,50,175,3
ka-GE,5,layer_5,ARG0,0.74,0.6486486486486487,1261,50,391,19
ka-GE,5,layer_5,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,5,layer_5,ARG2,0.6,0.6774193548387096,1261,50,797,33
ka-GE,5,layer_5,neg,0.94,0.0,1261,50,52,3
ka-GE,5,layer_5,time,0.8,0.16666666666666666,1261,50,175,3
ka-GE,6,layer_6,ARG0,0.76,0.6,1261,50,391,19
ka-GE,6,layer_6,ARG1,0.8,0.8888888888888888,1261,50,1050,43
ka-GE,6,layer_6,ARG2,0.66,0.7605633802816901,1261,50,797,33
ka-GE,6,layer_6,neg,0.94,0.0,1261,50,52,3
ka-GE,6,layer_6,time,0.88,0.25,1261,50,175,3
ka-GE,7,layer_7,ARG0,0.68,0.5789473684210527,1261,50,391,19
ka-GE,7,layer_7,ARG1,0.82,0.898876404494382,1261,50,1050,43
ka-GE,7,layer_7,ARG2,0.6,0.7142857142857143,1261,50,797,33
ka-GE,7,layer_7,neg,0.94,0.0,1261,50,52,3
ka-GE,7,layer_7,time,0.76,0.25,1261,50,175,3
ka-GE,8,layer_8,ARG0,0.48,0.4583333333333333,1261,50,391,19
ka-GE,8,layer_8,ARG1,0.7,0.8192771084337349,1261,50,1050,43
ka-GE,8,layer_8,ARG2,0.56,0.6857142857142857,1261,50,797,33
ka-GE,8,layer_8,neg,0.94,0.0,1261,50,52,3
ka-GE,8,layer_8,time,0.86,0.0,1261,50,175,3
ka-GE,9,layer_9,ARG0,0.56,0.5769230769230769,1261,50,391,19
ka-GE,9,layer_9,ARG1,0.86,0.9230769230769231,1261,50,1050,43
ka-GE,9,layer_9,ARG2,0.64,0.7567567567567568,1261,50,797,33
ka-GE,9,layer_9,neg,0.92,0.3333333333333333,1261,50,52,3
ka-GE,9,layer_9,time,0.78,0.0,1261,50,175,3
ka-GE,10,layer_10,ARG0,0.74,0.6060606060606061,1261,50,391,19
ka-GE,10,layer_10,ARG1,0.84,0.9130434782608695,1261,50,1050,43
ka-GE,10,layer_10,ARG2,0.64,0.7804878048780488,1261,50,797,33
ka-GE,10,layer_10,neg,0.84,0.2,1261,50,52,3
ka-GE,10,layer_10,time,0.8,0.0,1261,50,175,3
ka-GE,11,layer_11,ARG0,0.58,0.46153846153846156,1261,50,391,19
ka-GE,11,layer_11,ARG1,0.8,0.8888888888888888,1261,50,1050,43
ka-GE,11,layer_11,ARG2,0.64,0.7428571428571429,1261,50,797,33
ka-GE,11,layer_11,neg,0.74,0.13333333333333333,1261,50,52,3
ka-GE,11,layer_11,time,0.82,0.18181818181818182,1261,50,175,3
ka-GE,12,layer_12,ARG0,0.76,0.7142857142857143,1261,50,391,19
ka-GE,12,layer_12,ARG1,0.86,0.9247311827956989,1261,50,1050,43
ka-GE,12,layer_12,ARG2,0.6,0.6666666666666666,1261,50,797,33
ka-GE,12,layer_12,neg,0.94,0.0,1261,50,52,3
ka-GE,12,layer_12,time,0.88,0.0,1261,50,175,3
mn-MN,0,embedding,ARG0,0.62,0.0,1261,50,386,19
mn-MN,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,811,33
mn-MN,0,embedding,neg,0.94,0.0,1261,50,50,3
mn-MN,0,embedding,time,0.94,0.0,1261,50,176,3
mn-MN,1,layer_1,ARG0,0.68,0.42857142857142855,1261,50,386,19
mn-MN,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,1,layer_1,ARG2,0.62,0.7654320987654321,1261,50,811,33
mn-MN,1,layer_1,neg,0.94,0.0,1261,50,50,3
mn-MN,1,layer_1,time,0.94,0.0,1261,50,176,3
mn-MN,2,layer_2,ARG0,0.62,0.0,1261,50,386,19
mn-MN,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,2,layer_2,ARG2,0.66,0.7951807228915663,1261,50,811,33
mn-MN,2,layer_2,neg,0.94,0.0,1261,50,50,3
mn-MN,2,layer_2,time,0.94,0.0,1261,50,176,3
mn-MN,3,layer_3,ARG0,0.62,0.0,1261,50,386,19
mn-MN,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,3,layer_3,ARG2,0.66,0.7951807228915663,1261,50,811,33
mn-MN,3,layer_3,neg,0.94,0.0,1261,50,50,3
mn-MN,3,layer_3,time,0.94,0.0,1261,50,176,3
mn-MN,4,layer_4,ARG0,0.64,0.25,1261,50,386,19
mn-MN,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,4,layer_4,ARG2,0.66,0.7951807228915663,1261,50,811,33
mn-MN,4,layer_4,neg,0.94,0.0,1261,50,50,3
mn-MN,4,layer_4,time,0.94,0.0,1261,50,176,3
mn-MN,5,layer_5,ARG0,0.58,0.46153846153846156,1261,50,386,19
mn-MN,5,layer_5,ARG1,0.88,0.9347826086956522,1261,50,1062,43
mn-MN,5,layer_5,ARG2,0.7,0.810126582278481,1261,50,811,33
mn-MN,5,layer_5,neg,0.94,0.0,1261,50,50,3
mn-MN,5,layer_5,time,0.86,0.0,1261,50,176,3
mn-MN,6,layer_6,ARG0,0.58,0.46153846153846156,1261,50,386,19
mn-MN,6,layer_6,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,6,layer_6,ARG2,0.52,0.625,1261,50,811,33
mn-MN,6,layer_6,neg,0.94,0.0,1261,50,50,3
mn-MN,6,layer_6,time,0.78,0.26666666666666666,1261,50,176,3
mn-MN,7,layer_7,ARG0,0.58,0.36363636363636365,1261,50,386,19
mn-MN,7,layer_7,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,7,layer_7,ARG2,0.6,0.7297297297297297,1261,50,811,33
mn-MN,7,layer_7,neg,0.96,0.75,1261,50,50,3
mn-MN,7,layer_7,time,0.76,0.25,1261,50,176,3
mn-MN,8,layer_8,ARG0,0.66,0.5405405405405406,1261,50,386,19
mn-MN,8,layer_8,ARG1,0.86,0.9247311827956989,1261,50,1062,43
mn-MN,8,layer_8,ARG2,0.64,0.7692307692307693,1261,50,811,33
mn-MN,8,layer_8,neg,0.92,0.0,1261,50,50,3
mn-MN,8,layer_8,time,0.54,0.14814814814814814,1261,50,176,3
mn-MN,9,layer_9,ARG0,0.72,0.6111111111111112,1261,50,386,19
mn-MN,9,layer_9,ARG1,0.88,0.9347826086956522,1261,50,1062,43
mn-MN,9,layer_9,ARG2,0.68,0.7948717948717948,1261,50,811,33
mn-MN,9,layer_9,neg,0.94,0.0,1261,50,50,3
mn-MN,9,layer_9,time,0.72,0.125,1261,50,176,3
mn-MN,10,layer_10,ARG0,0.52,0.5384615384615384,1261,50,386,19
mn-MN,10,layer_10,ARG1,0.82,0.896551724137931,1261,50,1062,43
mn-MN,10,layer_10,ARG2,0.74,0.8266666666666667,1261,50,811,33
mn-MN,10,layer_10,neg,0.94,0.0,1261,50,50,3
mn-MN,10,layer_10,time,0.88,0.0,1261,50,176,3
mn-MN,11,layer_11,ARG0,0.62,0.5957446808510638,1261,50,386,19
mn-MN,11,layer_11,ARG1,0.82,0.896551724137931,1261,50,1062,43
mn-MN,11,layer_11,ARG2,0.72,0.8108108108108109,1261,50,811,33
mn-MN,11,layer_11,neg,0.94,0.0,1261,50,50,3
mn-MN,11,layer_11,time,0.88,0.0,1261,50,176,3
mn-MN,12,layer_12,ARG0,0.68,0.5,1261,50,386,19
mn-MN,12,layer_12,ARG1,0.84,0.9111111111111111,1261,50,1062,43
mn-MN,12,layer_12,ARG2,0.68,0.8,1261,50,811,33
mn-MN,12,layer_12,neg,0.94,0.0,1261,50,50,3
mn-MN,12,layer_12,time,0.84,0.0,1261,50,176,3
de-DE,0,embedding,ARG0,0.62,0.0,1261,50,390,19
de-DE,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,808,33
de-DE,0,embedding,neg,0.94,0.0,1261,50,54,3
de-DE,0,embedding,time,0.94,0.0,1261,50,171,3
de-DE,1,layer_1,ARG0,0.6,0.0,1261,50,390,19
de-DE,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,1,layer_1,ARG2,0.66,0.7792207792207793,1261,50,808,33
de-DE,1,layer_1,neg,0.94,0.0,1261,50,54,3
de-DE,1,layer_1,time,0.94,0.0,1261,50,171,3
de-DE,2,layer_2,ARG0,0.62,0.0,1261,50,390,19
de-DE,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,2,layer_2,ARG2,0.7,0.8148148148148148,1261,50,808,33
de-DE,2,layer_2,neg,0.94,0.0,1261,50,54,3
de-DE,2,layer_2,time,0.94,0.0,1261,50,171,3
de-DE,3,layer_3,ARG0,0.62,0.0,1261,50,390,19
de-DE,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,3,layer_3,ARG2,0.68,0.8048780487804879,1261,50,808,33
de-DE,3,layer_3,neg,0.94,0.0,1261,50,54,3
de-DE,3,layer_3,time,0.94,0.0,1261,50,171,3
de-DE,4,layer_4,ARG0,0.62,0.0,1261,50,390,19
de-DE,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,4,layer_4,ARG2,0.62,0.7654320987654321,1261,50,808,33
de-DE,4,layer_4,neg,0.94,0.0,1261,50,54,3
de-DE,4,layer_4,time,0.94,0.0,1261,50,171,3
de-DE,5,layer_5,ARG0,0.76,0.7272727272727273,1261,50,390,19
de-DE,5,layer_5,ARG1,0.86,0.9247311827956989,1261,50,1063,43
de-DE,5,layer_5,ARG2,0.64,0.7352941176470589,1261,50,808,33
de-DE,5,layer_5,neg,0.94,0.0,1261,50,54,3
de-DE,5,layer_5,time,1.0,1.0,1261,50,171,3
de-DE,6,layer_6,ARG0,0.7,0.5945945945945946,1261,50,390,19
de-DE,6,layer_6,ARG1,0.84,0.9111111111111111,1261,50,1063,43
de-DE,6,layer_6,ARG2,0.6,0.6875,1261,50,808,33
de-DE,6,layer_6,neg,0.94,0.0,1261,50,54,3
de-DE,6,layer_6,time,0.94,0.4,1261,50,171,3
de-DE,7,layer_7,ARG0,0.74,0.6666666666666666,1261,50,390,19
de-DE,7,layer_7,ARG1,0.78,0.8735632183908046,1261,50,1063,43
de-DE,7,layer_7,ARG2,0.58,0.6440677966101694,1261,50,808,33
de-DE,7,layer_7,neg,0.96,0.5,1261,50,54,3
de-DE,7,layer_7,time,0.88,0.25,1261,50,171,3
de-DE,8,layer_8,ARG0,0.72,0.6956521739130435,1261,50,390,19
de-DE,8,layer_8,ARG1,0.8,0.8863636363636364,1261,50,1063,43
de-DE,8,layer_8,ARG2,0.56,0.65625,1261,50,808,33
de-DE,8,layer_8,neg,0.96,0.5,1261,50,54,3
de-DE,8,layer_8,time,0.82,0.18181818181818182,1261,50,171,3
de-DE,9,layer_9,ARG0,0.58,0.5531914893617021,1261,50,390,19
de-DE,9,layer_9,ARG1,0.88,0.9347826086956522,1261,50,1063,43
de-DE,9,layer_9,ARG2,0.56,0.6666666666666666,1261,50,808,33
de-DE,9,layer_9,neg,0.94,0.4,1261,50,54,3
de-DE,9,layer_9,time,0.92,0.3333333333333333,1261,50,171,3
de-DE,10,layer_10,ARG0,0.56,0.45,1261,50,390,19
de-DE,10,layer_10,ARG1,0.8,0.8863636363636364,1261,50,1063,43
de-DE,10,layer_10,ARG2,0.54,0.676056338028169,1261,50,808,33
de-DE,10,layer_10,neg,0.96,0.5,1261,50,54,3
de-DE,10,layer_10,time,0.94,0.4,1261,50,171,3
de-DE,11,layer_11,ARG0,0.6,0.5652173913043478,1261,50,390,19
de-DE,11,layer_11,ARG1,0.84,0.9111111111111111,1261,50,1063,43
de-DE,11,layer_11,ARG2,0.64,0.75,1261,50,808,33
de-DE,11,layer_11,neg,0.96,0.5,1261,50,54,3
de-DE,11,layer_11,time,0.88,0.25,1261,50,171,3
de-DE,12,layer_12,ARG0,0.68,0.5789473684210527,1261,50,390,19
de-DE,12,layer_12,ARG1,0.88,0.9333333333333333,1261,50,1063,43
de-DE,12,layer_12,ARG2,0.66,0.746268656716418,1261,50,808,33
de-DE,12,layer_12,neg,0.94,0.0,1261,50,54,3
de-DE,12,layer_12,time,0.96,0.6666666666666666,1261,50,171,3
da-DK,0,embedding,ARG0,0.62,0.0,1261,50,397,19
da-DK,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,817,33
da-DK,0,embedding,neg,0.94,0.0,1261,50,53,3
da-DK,0,embedding,time,0.94,0.0,1261,50,176,3
da-DK,1,layer_1,ARG0,0.66,0.19047619047619047,1261,50,397,19
da-DK,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,1,layer_1,ARG2,0.68,0.7948717948717948,1261,50,817,33
da-DK,1,layer_1,neg,0.94,0.0,1261,50,53,3
da-DK,1,layer_1,time,0.94,0.0,1261,50,176,3
da-DK,2,layer_2,ARG0,0.62,0.0,1261,50,397,19
da-DK,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,2,layer_2,ARG2,0.72,0.825,1261,50,817,33
da-DK,2,layer_2,neg,0.94,0.0,1261,50,53,3
da-DK,2,layer_2,time,0.94,0.0,1261,50,176,3
da-DK,3,layer_3,ARG0,0.62,0.0,1261,50,397,19
da-DK,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,3,layer_3,ARG2,0.72,0.825,1261,50,817,33
da-DK,3,layer_3,neg,0.94,0.0,1261,50,53,3
da-DK,3,layer_3,time,0.94,0.0,1261,50,176,3
da-DK,4,layer_4,ARG0,0.62,0.0,1261,50,397,19
da-DK,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,4,layer_4,ARG2,0.7,0.8148148148148148,1261,50,817,33
da-DK,4,layer_4,neg,0.94,0.0,1261,50,53,3
da-DK,4,layer_4,time,0.94,0.0,1261,50,176,3
da-DK,5,layer_5,ARG0,0.76,0.6,1261,50,397,19
da-DK,5,layer_5,ARG1,0.84,0.9111111111111111,1261,50,1071,43
da-DK,5,layer_5,ARG2,0.72,0.8,1261,50,817,33
da-DK,5,layer_5,neg,0.96,0.5,1261,50,53,3
da-DK,5,layer_5,time,0.96,0.5,1261,50,176,3
da-DK,6,layer_6,ARG0,0.82,0.7692307692307693,1261,50,397,19
da-DK,6,layer_6,ARG1,0.88,0.9333333333333333,1261,50,1071,43
da-DK,6,layer_6,ARG2,0.78,0.835820895522388,1261,50,817,33
da-DK,6,layer_6,neg,0.96,0.5,1261,50,53,3
da-DK,6,layer_6,time,0.98,0.8,1261,50,176,3
da-DK,7,layer_7,ARG0,0.76,0.6666666666666666,1261,50,397,19
da-DK,7,layer_7,ARG1,0.8,0.8888888888888888,1261,50,1071,43
da-DK,7,layer_7,ARG2,0.8,0.84375,1261,50,817,33
da-DK,7,layer_7,neg,0.94,0.4,1261,50,53,3
da-DK,7,layer_7,time,0.94,0.5714285714285714,1261,50,176,3
da-DK,8,layer_8,ARG0,0.86,0.8,1261,50,397,19
da-DK,8,layer_8,ARG1,0.86,0.9213483146067416,1261,50,1071,43
da-DK,8,layer_8,ARG2,0.64,0.7272727272727273,1261,50,817,33
da-DK,8,layer_8,neg,0.96,0.5,1261,50,53,3
da-DK,8,layer_8,time,0.94,0.5714285714285714,1261,50,176,3
da-DK,9,layer_9,ARG0,0.7,0.5945945945945946,1261,50,397,19
da-DK,9,layer_9,ARG1,0.84,0.9111111111111111,1261,50,1071,43
da-DK,9,layer_9,ARG2,0.64,0.7428571428571429,1261,50,817,33
da-DK,9,layer_9,neg,0.94,0.0,1261,50,53,3
da-DK,9,layer_9,time,0.96,0.6666666666666666,1261,50,176,3
da-DK,10,layer_10,ARG0,0.74,0.6666666666666666,1261,50,397,19
da-DK,10,layer_10,ARG1,0.84,0.9090909090909091,1261,50,1071,43
da-DK,10,layer_10,ARG2,0.68,0.7714285714285715,1261,50,817,33
da-DK,10,layer_10,neg,0.94,0.0,1261,50,53,3
da-DK,10,layer_10,time,0.88,0.25,1261,50,176,3
da-DK,11,layer_11,ARG0,0.74,0.6486486486486487,1261,50,397,19
da-DK,11,layer_11,ARG1,0.86,0.9247311827956989,1261,50,1071,43
da-DK,11,layer_11,ARG2,0.64,0.7428571428571429,1261,50,817,33
da-DK,11,layer_11,neg,0.94,0.0,1261,50,53,3
da-DK,11,layer_11,time,0.92,0.3333333333333333,1261,50,176,3
da-DK,12,layer_12,ARG0,0.76,0.6470588235294118,1261,50,397,19
da-DK,12,layer_12,ARG1,0.88,0.9347826086956522,1261,50,1071,43
da-DK,12,layer_12,ARG2,0.7,0.782608695652174,1261,50,817,33
da-DK,12,layer_12,neg,0.94,0.0,1261,50,53,3
da-DK,12,layer_12,time,0.92,0.0,1261,50,176,3
ro-RO,0,embedding,ARG0,0.62,0.0,1261,50,385,19
ro-RO,0,embedding,ARG1,0.86,0.9247311827956989,1261,50,1051,43
ro-RO,0,embedding,ARG2,0.66,0.7951807228915663,1261,50,801,33
ro-RO,0,embedding,neg,0.94,0.0,1261,50,50,3
ro-RO,0,embedding,time,0.94,0.0,1261,50,171,3
ro-RO,1,layer_1,ARG0,0.7,0.34782608695652173,1261,50,385,19
ro-RO,1,layer_1,ARG1,0.86,0.9247311827956989,1261,50,1051,43
ro-RO,1,layer_1,ARG2,0.68,0.7894736842105263,1261,50,801,33
ro-RO,1,layer_1,neg,0.94,0.0,1261,50,50,3
ro-RO,1,layer_1,time,0.94,0.0,1261,50,171,3
ro-RO,2,layer_2,ARG0,0.62,0.0,1261,50,385,19
ro-RO,2,layer_2,ARG1,0.86,0.9247311827956989,1261,50,1051,43
ro-RO,2,layer_2,ARG2,0.68,0.8,1261,50,801,33
ro-RO,2,layer_2,neg,0.94,0.0,1261,50,50,3
ro-RO,2,layer_2,time,0.94,0.0,1261,50,171,3
ro-RO,3,layer_3,ARG0,0.62,0.0,1261,50,385,19
ro-RO,3,layer_3,ARG1,0.86,0.9247311827956989,1261,50,1051,43
ro-RO,3,layer_3,ARG2,0.7,0.8148148148148148,1261,50,801,33
ro-RO,3,layer_3,neg,0.94,0.0,1261,50,50,3
ro-RO,3,layer_3,time,0.94,0.0,1261,50,171,3
ro-RO,4,layer_4,ARG0,0.62,0.0,1261,50,385,19
ro-RO,4,layer_4,ARG1,0.86,0.9247311827956989,1261,50,1051,43
ro-RO,4,layer_4,ARG2,0.76,0.8461538461538461,1261,50,801,33
ro-RO,4,layer_4,neg,0.94,0.0,1261,50,50,3
ro-RO,4,layer_4,time,0.94,0.0,1261,50,171,3
ro-RO,5,layer_5,ARG0,0.72,0.5882352941176471,1261,50,385,19
ro-RO,5,layer_5,ARG1,0.88,0.9347826086956522,1261,50,1051,43
ro-RO,5,layer_5,ARG2,0.72,0.8,1261,50,801,33
ro-RO,5,layer_5,neg,0.94,0.0,1261,50,50,3
ro-RO,5,layer_5,time,0.9,0.0,1261,50,171,3
ro-RO,6,layer_6,ARG0,0.84,0.7894736842105263,1261,50,385,19
ro-RO,6,layer_6,ARG1,0.86,0.9230769230769231,1261,50,1051,43
ro-RO,6,layer_6,ARG2,0.74,0.8115942028985508,1261,50,801,33
ro-RO,6,layer_6,neg,0.92,0.0,1261,50,50,3
ro-RO,6,layer_6,time,0.92,0.3333333333333333,1261,50,171,3
ro-RO,7,layer_7,ARG0,0.8,0.7222222222222222,1261,50,385,19
ro-RO,7,layer_7,ARG1,0.84,0.9111111111111111,1261,50,1051,43
ro-RO,7,layer_7,ARG2,0.74,0.8169014084507042,1261,50,801,33
ro-RO,7,layer_7,neg,0.94,0.0,1261,50,50,3
ro-RO,7,layer_7,time,0.94,0.4,1261,50,171,3
ro-RO,8,layer_8,ARG0,0.84,0.7777777777777778,1261,50,385,19
ro-RO,8,layer_8,ARG1,0.88,0.9333333333333333,1261,50,1051,43
ro-RO,8,layer_8,ARG2,0.74,0.8059701492537313,1261,50,801,33
ro-RO,8,layer_8,neg,0.92,0.0,1261,50,50,3
ro-RO,8,layer_8,time,0.9,0.2857142857142857,1261,50,171,3
ro-RO,9,layer_9,ARG0,0.76,0.6666666666666666,1261,50,385,19
ro-RO,9,layer_9,ARG1,0.84,0.9090909090909091,1261,50,1051,43
ro-RO,9,layer_9,ARG2,0.74,0.8115942028985508,1261,50,801,33
ro-RO,9,layer_9,neg,0.92,0.0,1261,50,50,3
ro-RO,9,layer_9,time,0.8,0.2857142857142857,1261,50,171,3
ro-RO,10,layer_10,ARG0,0.74,0.6486486486486487,1261,50,385,19
ro-RO,10,layer_10,ARG1,0.78,0.8705882352941177,1261,50,1051,43
