language,layer,layer_name,feature,accuracy,f1,n_train,n_test,n_pos_train,n_pos_test
bn-BD,11,layer_11,ARG2,0.68,0.7419354838709677,1262,50,812,33
bn-BD,11,layer_11,neg,0.92,0.0,1262,50,54,3
bn-BD,11,layer_11,time,0.82,0.0,1262,50,170,3
bn-BD,12,layer_12,ARG0,0.72,0.46153846153846156,1262,50,391,19
bn-BD,12,layer_12,ARG1,0.88,0.9333333333333333,1262,50,1061,43
bn-BD,12,layer_12,ARG2,0.68,0.7777777777777778,1262,50,812,33
bn-BD,12,layer_12,neg,0.94,0.0,1262,50,54,3
bn-BD,12,layer_12,time,0.94,0.0,1262,50,170,3
kn-IN,0,embedding,ARG0,0.62,0.0,1262,50,389,19
kn-IN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,812,33
kn-IN,0,embedding,neg,0.94,0.0,1262,50,51,3
kn-IN,0,embedding,time,0.94,0.0,1262,50,172,3
kn-IN,1,layer_1,ARG0,0.66,0.19047619047619047,1262,50,389,19
kn-IN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,1,layer_1,ARG2,0.64,0.7692307692307693,1262,50,812,33
kn-IN,1,layer_1,neg,0.94,0.0,1262,50,51,3
kn-IN,1,layer_1,time,0.94,0.0,1262,50,172,3
kn-IN,2,layer_2,ARG0,0.62,0.0,1262,50,389,19
kn-IN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,2,layer_2,ARG2,0.64,0.7804878048780488,1262,50,812,33
kn-IN,2,layer_2,neg,0.94,0.0,1262,50,51,3
kn-IN,2,layer_2,time,0.94,0.0,1262,50,172,3
kn-IN,3,layer_3,ARG0,0.62,0.0,1262,50,389,19
kn-IN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,812,33
kn-IN,3,layer_3,neg,0.94,0.0,1262,50,51,3
kn-IN,3,layer_3,time,0.94,0.0,1262,50,172,3
kn-IN,4,layer_4,ARG0,0.72,0.5882352941176471,1262,50,389,19
kn-IN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,4,layer_4,ARG2,0.7,0.8148148148148148,1262,50,812,33
kn-IN,4,layer_4,neg,0.94,0.0,1262,50,51,3
kn-IN,4,layer_4,time,0.94,0.0,1262,50,172,3
kn-IN,5,layer_5,ARG0,0.52,0.6,1262,50,389,19
kn-IN,5,layer_5,ARG1,0.88,0.9333333333333333,1262,50,1059,43
kn-IN,5,layer_5,ARG2,0.52,0.4782608695652174,1262,50,812,33
kn-IN,5,layer_5,neg,0.88,0.0,1262,50,51,3
kn-IN,5,layer_5,time,0.94,0.0,1262,50,172,3
kn-IN,6,layer_6,ARG0,0.36,0.5294117647058824,1262,50,389,19
kn-IN,6,layer_6,ARG1,0.88,0.9347826086956522,1262,50,1059,43
kn-IN,6,layer_6,ARG2,0.6,0.6666666666666666,1262,50,812,33
kn-IN,6,layer_6,neg,0.92,0.0,1262,50,51,3
kn-IN,6,layer_6,time,0.94,0.0,1262,50,172,3
kn-IN,7,layer_7,ARG0,0.42,0.5396825396825397,1262,50,389,19
kn-IN,7,layer_7,ARG1,0.84,0.9090909090909091,1262,50,1059,43
kn-IN,7,layer_7,ARG2,0.6,0.6428571428571429,1262,50,812,33
kn-IN,7,layer_7,neg,0.88,0.25,1262,50,51,3
kn-IN,7,layer_7,time,0.94,0.0,1262,50,172,3
kn-IN,8,layer_8,ARG0,0.52,0.6,1262,50,389,19
kn-IN,8,layer_8,ARG1,0.84,0.9130434782608695,1262,50,1059,43
kn-IN,8,layer_8,ARG2,0.62,0.7076923076923077,1262,50,812,33
kn-IN,8,layer_8,neg,0.9,0.2857142857142857,1262,50,51,3
kn-IN,8,layer_8,time,0.94,0.0,1262,50,172,3
kn-IN,9,layer_9,ARG0,0.6,0.6296296296296297,1262,50,389,19
kn-IN,9,layer_9,ARG1,0.84,0.9130434782608695,1262,50,1059,43
kn-IN,9,layer_9,ARG2,0.7,0.7540983606557377,1262,50,812,33
kn-IN,9,layer_9,neg,0.88,0.25,1262,50,51,3
kn-IN,9,layer_9,time,0.92,0.0,1262,50,172,3
kn-IN,10,layer_10,ARG0,0.6,0.6296296296296297,1262,50,389,19
kn-IN,10,layer_10,ARG1,0.82,0.9010989010989011,1262,50,1059,43
kn-IN,10,layer_10,ARG2,0.74,0.7936507936507936,1262,50,812,33
kn-IN,10,layer_10,neg,0.88,0.0,1262,50,51,3
kn-IN,10,layer_10,time,0.9,0.0,1262,50,172,3
kn-IN,11,layer_11,ARG0,0.44,0.5625,1262,50,389,19
kn-IN,11,layer_11,ARG1,0.84,0.9130434782608695,1262,50,1059,43
kn-IN,11,layer_11,ARG2,0.68,0.7419354838709677,1262,50,812,33
kn-IN,11,layer_11,neg,0.92,0.0,1262,50,51,3
kn-IN,11,layer_11,time,0.88,0.25,1262,50,172,3
kn-IN,12,layer_12,ARG0,0.48,0.5666666666666667,1262,50,389,19
kn-IN,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1059,43
kn-IN,12,layer_12,ARG2,0.54,0.5818181818181818,1262,50,812,33
kn-IN,12,layer_12,neg,0.94,0.0,1262,50,51,3
kn-IN,12,layer_12,time,0.88,0.0,1262,50,172,3
id-ID,0,embedding,ARG0,0.6078431372549019,0.0,1262,51,399,20
id-ID,0,embedding,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,0,embedding,ARG2,0.6470588235294118,0.7857142857142857,1262,51,823,33
id-ID,0,embedding,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,0,embedding,time,0.9411764705882353,0.0,1262,51,175,3
id-ID,1,layer_1,ARG0,0.6078431372549019,0.0,1262,51,399,20
id-ID,1,layer_1,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,1,layer_1,ARG2,0.6470588235294118,0.775,1262,51,823,33
id-ID,1,layer_1,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,1,layer_1,time,0.9411764705882353,0.0,1262,51,175,3
id-ID,2,layer_2,ARG0,0.6078431372549019,0.0,1262,51,399,20
id-ID,2,layer_2,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,2,layer_2,ARG2,0.6666666666666666,0.7951807228915663,1262,51,823,33
id-ID,2,layer_2,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,2,layer_2,time,0.9411764705882353,0.0,1262,51,175,3
id-ID,3,layer_3,ARG0,0.6078431372549019,0.0,1262,51,399,20
id-ID,3,layer_3,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,3,layer_3,ARG2,0.6470588235294118,0.7857142857142857,1262,51,823,33
id-ID,3,layer_3,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,3,layer_3,time,0.9411764705882353,0.0,1262,51,175,3
id-ID,4,layer_4,ARG0,0.6078431372549019,0.0,1262,51,399,20
id-ID,4,layer_4,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,4,layer_4,ARG2,0.6470588235294118,0.7804878048780488,1262,51,823,33
id-ID,4,layer_4,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,4,layer_4,time,0.9411764705882353,0.0,1262,51,175,3
id-ID,5,layer_5,ARG0,0.6862745098039216,0.5789473684210527,1262,51,399,20
id-ID,5,layer_5,ARG1,0.8627450980392157,0.9263157894736842,1262,51,1077,44
id-ID,5,layer_5,ARG2,0.6666666666666666,0.7733333333333333,1262,51,823,33
id-ID,5,layer_5,neg,0.9215686274509803,0.0,1262,51,54,3
id-ID,5,layer_5,time,0.9607843137254902,0.5,1262,51,175,3
id-ID,6,layer_6,ARG0,0.7058823529411765,0.6153846153846154,1262,51,399,20
id-ID,6,layer_6,ARG1,0.8431372549019608,0.9148936170212766,1262,51,1077,44
id-ID,6,layer_6,ARG2,0.6470588235294118,0.7352941176470589,1262,51,823,33
id-ID,6,layer_6,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,6,layer_6,time,0.8627450980392157,0.0,1262,51,175,3
id-ID,7,layer_7,ARG0,0.7254901960784313,0.6111111111111112,1262,51,399,20
id-ID,7,layer_7,ARG1,0.8627450980392157,0.9247311827956989,1262,51,1077,44
id-ID,7,layer_7,ARG2,0.6862745098039216,0.7714285714285715,1262,51,823,33
id-ID,7,layer_7,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,7,layer_7,time,0.9607843137254902,0.5,1262,51,175,3
id-ID,8,layer_8,ARG0,0.7450980392156863,0.6486486486486487,1262,51,399,20
id-ID,8,layer_8,ARG1,0.9019607843137255,0.946236559139785,1262,51,1077,44
id-ID,8,layer_8,ARG2,0.7450980392156863,0.8169014084507042,1262,51,823,33
id-ID,8,layer_8,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,8,layer_8,time,0.8823529411764706,0.0,1262,51,175,3
id-ID,9,layer_9,ARG0,0.7647058823529411,0.6470588235294118,1262,51,399,20
id-ID,9,layer_9,ARG1,0.8627450980392157,0.9247311827956989,1262,51,1077,44
id-ID,9,layer_9,ARG2,0.7058823529411765,0.7761194029850746,1262,51,823,33
id-ID,9,layer_9,neg,0.9019607843137255,0.0,1262,51,54,3
id-ID,9,layer_9,time,0.9215686274509803,0.3333333333333333,1262,51,175,3
id-ID,10,layer_10,ARG0,0.7058823529411765,0.5714285714285714,1262,51,399,20
id-ID,10,layer_10,ARG1,0.8627450980392157,0.9247311827956989,1262,51,1077,44
id-ID,10,layer_10,ARG2,0.6274509803921569,0.7164179104477612,1262,51,823,33
id-ID,10,layer_10,neg,0.9215686274509803,0.0,1262,51,54,3
id-ID,10,layer_10,time,0.8823529411764706,0.0,1262,51,175,3
id-ID,11,layer_11,ARG0,0.7450980392156863,0.6829268292682927,1262,51,399,20
id-ID,11,layer_11,ARG1,0.8627450980392157,0.9247311827956989,1262,51,1077,44
id-ID,11,layer_11,ARG2,0.6078431372549019,0.6774193548387096,1262,51,823,33
id-ID,11,layer_11,neg,0.9215686274509803,0.0,1262,51,54,3
id-ID,11,layer_11,time,0.9215686274509803,0.0,1262,51,175,3
id-ID,12,layer_12,ARG0,0.6666666666666666,0.5853658536585366,1262,51,399,20
id-ID,12,layer_12,ARG1,0.9019607843137255,0.946236559139785,1262,51,1077,44
id-ID,12,layer_12,ARG2,0.7450980392156863,0.8115942028985508,1262,51,823,33
id-ID,12,layer_12,neg,0.9411764705882353,0.0,1262,51,54,3
id-ID,12,layer_12,time,0.9215686274509803,0.0,1262,51,175,3
zh-TW,0,embedding,ARG0,0.62,0.0,1262,50,387,19
zh-TW,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1054,43
zh-TW,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,811,33
zh-TW,0,embedding,neg,0.94,0.0,1262,50,50,3
zh-TW,0,embedding,time,0.94,0.0,1262,50,172,3
zh-TW,1,layer_1,ARG0,0.64,0.1,1262,50,387,19
zh-TW,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1054,43
zh-TW,1,layer_1,ARG2,0.68,0.8048780487804879,1262,50,811,33
zh-TW,1,layer_1,neg,0.94,0.0,1262,50,50,3
zh-TW,1,layer_1,time,0.94,0.0,1262,50,172,3
zh-TW,2,layer_2,ARG0,0.62,0.0,1262,50,387,19
zh-TW,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1054,43
zh-TW,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,811,33
zh-TW,2,layer_2,neg,0.94,0.0,1262,50,50,3
zh-TW,2,layer_2,time,0.94,0.0,1262,50,172,3
zh-TW,3,layer_3,ARG0,0.62,0.0,1262,50,387,19
zh-TW,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1054,43
zh-TW,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,811,33
zh-TW,3,layer_3,neg,0.94,0.0,1262,50,50,3
zh-TW,3,layer_3,time,0.94,0.0,1262,50,172,3
zh-TW,4,layer_4,ARG0,0.62,0.0,1262,50,387,19
zh-TW,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1054,43
zh-TW,4,layer_4,ARG2,0.68,0.7948717948717948,1262,50,811,33
zh-TW,4,layer_4,neg,0.94,0.0,1262,50,50,3
zh-TW,4,layer_4,time,0.94,0.0,1262,50,172,3
zh-TW,5,layer_5,ARG0,0.64,0.25,1262,50,387,19
zh-TW,5,layer_5,ARG1,0.86,0.9230769230769231,1262,50,1054,43
zh-TW,5,layer_5,ARG2,0.68,0.7419354838709677,1262,50,811,33
zh-TW,5,layer_5,neg,0.94,0.0,1262,50,50,3
zh-TW,5,layer_5,time,0.9,0.2857142857142857,1262,50,172,3
zh-TW,6,layer_6,ARG0,0.7,0.4444444444444444,1262,50,387,19
zh-TW,6,layer_6,ARG1,0.84,0.9111111111111111,1262,50,1054,43
zh-TW,6,layer_6,ARG2,0.78,0.8253968253968254,1262,50,811,33
zh-TW,6,layer_6,neg,0.92,0.0,1262,50,50,3
zh-TW,6,layer_6,time,0.82,0.3076923076923077,1262,50,172,3
zh-TW,7,layer_7,ARG0,0.84,0.7647058823529411,1262,50,387,19
zh-TW,7,layer_7,ARG1,0.86,0.9195402298850575,1262,50,1054,43
zh-TW,7,layer_7,ARG2,0.66,0.6792452830188679,1262,50,811,33
zh-TW,7,layer_7,neg,0.94,0.0,1262,50,50,3
zh-TW,7,layer_7,time,0.76,0.25,1262,50,172,3
zh-TW,8,layer_8,ARG0,0.74,0.5806451612903226,1262,50,387,19
zh-TW,8,layer_8,ARG1,0.76,0.8636363636363636,1262,50,1054,43
zh-TW,8,layer_8,ARG2,0.6,0.6666666666666666,1262,50,811,33
zh-TW,8,layer_8,neg,0.92,0.0,1262,50,50,3
zh-TW,8,layer_8,time,0.82,0.3076923076923077,1262,50,172,3
zh-TW,9,layer_9,ARG0,0.68,0.42857142857142855,1262,50,387,19
zh-TW,9,layer_9,ARG1,0.82,0.8941176470588236,1262,50,1054,43
zh-TW,9,layer_9,ARG2,0.52,0.5862068965517241,1262,50,811,33
zh-TW,9,layer_9,neg,0.92,0.0,1262,50,50,3
zh-TW,9,layer_9,time,0.92,0.0,1262,50,172,3
zh-TW,10,layer_10,ARG0,0.66,0.41379310344827586,1262,50,387,19
zh-TW,10,layer_10,ARG1,0.78,0.8705882352941177,1262,50,1054,43
zh-TW,10,layer_10,ARG2,0.56,0.5416666666666666,1262,50,811,33
zh-TW,10,layer_10,neg,0.92,0.0,1262,50,50,3
zh-TW,10,layer_10,time,0.8,0.16666666666666666,1262,50,172,3
zh-TW,11,layer_11,ARG0,0.62,0.5777777777777777,1262,50,387,19
zh-TW,11,layer_11,ARG1,0.74,0.8395061728395061,1262,50,1054,43
zh-TW,11,layer_11,ARG2,0.66,0.7017543859649122,1262,50,811,33
zh-TW,11,layer_11,neg,0.94,0.0,1262,50,50,3
zh-TW,11,layer_11,time,0.9,0.2857142857142857,1262,50,172,3
zh-TW,12,layer_12,ARG0,0.66,0.5853658536585366,1262,50,387,19
zh-TW,12,layer_12,ARG1,0.8,0.8888888888888888,1262,50,1054,43
zh-TW,12,layer_12,ARG2,0.68,0.7777777777777778,1262,50,811,33
zh-TW,12,layer_12,neg,0.94,0.0,1262,50,50,3
zh-TW,12,layer_12,time,0.92,0.0,1262,50,172,3
vi-VN,0,embedding,ARG0,0.62,0.0,1262,50,392,19
vi-VN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1056,43
vi-VN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,810,33
vi-VN,0,embedding,neg,0.94,0.0,1262,50,50,3
vi-VN,0,embedding,time,0.94,0.0,1262,50,175,3
vi-VN,1,layer_1,ARG0,0.64,0.1,1262,50,392,19
vi-VN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1056,43
vi-VN,1,layer_1,ARG2,0.72,0.825,1262,50,810,33
vi-VN,1,layer_1,neg,0.94,0.0,1262,50,50,3
vi-VN,1,layer_1,time,0.94,0.0,1262,50,175,3
vi-VN,2,layer_2,ARG0,0.62,0.0,1262,50,392,19
vi-VN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1056,43
vi-VN,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,810,33
vi-VN,2,layer_2,neg,0.94,0.0,1262,50,50,3
vi-VN,2,layer_2,time,0.94,0.0,1262,50,175,3
vi-VN,3,layer_3,ARG0,0.62,0.0,1262,50,392,19
vi-VN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1056,43
vi-VN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,810,33
vi-VN,3,layer_3,neg,0.94,0.0,1262,50,50,3
vi-VN,3,layer_3,time,0.94,0.0,1262,50,175,3
vi-VN,4,layer_4,ARG0,0.64,0.1,1262,50,392,19
vi-VN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1056,43
vi-VN,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,810,33
vi-VN,4,layer_4,neg,0.94,0.0,1262,50,50,3
vi-VN,4,layer_4,time,0.94,0.0,1262,50,175,3
vi-VN,5,layer_5,ARG0,0.68,0.5294117647058824,1262,50,392,19
vi-VN,5,layer_5,ARG1,0.8,0.8888888888888888,1262,50,1056,43
vi-VN,5,layer_5,ARG2,0.78,0.8493150684931506,1262,50,810,33
vi-VN,5,layer_5,neg,0.94,0.0,1262,50,50,3
vi-VN,5,layer_5,time,0.92,0.3333333333333333,1262,50,175,3
vi-VN,6,layer_6,ARG0,0.74,0.6666666666666666,1262,50,392,19
vi-VN,6,layer_6,ARG1,0.82,0.896551724137931,1262,50,1056,43
vi-VN,6,layer_6,ARG2,0.7,0.782608695652174,1262,50,810,33
vi-VN,6,layer_6,neg,0.9,0.0,1262,50,50,3
vi-VN,6,layer_6,time,0.9,0.4444444444444444,1262,50,175,3
vi-VN,7,layer_7,ARG0,0.76,0.7142857142857143,1262,50,392,19
vi-VN,7,layer_7,ARG1,0.86,0.9230769230769231,1262,50,1056,43
vi-VN,7,layer_7,ARG2,0.72,0.8108108108108109,1262,50,810,33
vi-VN,7,layer_7,neg,0.94,0.0,1262,50,50,3
vi-VN,7,layer_7,time,0.92,0.6,1262,50,175,3
vi-VN,8,layer_8,ARG0,0.72,0.7307692307692307,1262,50,392,19
vi-VN,8,layer_8,ARG1,0.78,0.8735632183908046,1262,50,1056,43
vi-VN,8,layer_8,ARG2,0.64,0.7272727272727273,1262,50,810,33
vi-VN,8,layer_8,neg,0.94,0.0,1262,50,50,3
vi-VN,8,layer_8,time,0.8,0.375,1262,50,175,3
vi-VN,9,layer_9,ARG0,0.78,0.7755102040816326,1262,50,392,19
vi-VN,9,layer_9,ARG1,0.82,0.896551724137931,1262,50,1056,43
vi-VN,9,layer_9,ARG2,0.68,0.7419354838709677,1262,50,810,33
vi-VN,9,layer_9,neg,0.94,0.0,1262,50,50,3
vi-VN,9,layer_9,time,0.78,0.26666666666666666,1262,50,175,3
vi-VN,10,layer_10,ARG0,0.7,0.6938775510204082,1262,50,392,19
vi-VN,10,layer_10,ARG1,0.78,0.8705882352941177,1262,50,1056,43
vi-VN,10,layer_10,ARG2,0.62,0.7246376811594203,1262,50,810,33
vi-VN,10,layer_10,neg,0.92,0.0,1262,50,50,3
vi-VN,10,layer_10,time,0.86,0.36363636363636365,1262,50,175,3
vi-VN,11,layer_11,ARG0,0.64,0.64,1262,50,392,19
vi-VN,11,layer_11,ARG1,0.78,0.8674698795180723,1262,50,1056,43
vi-VN,11,layer_11,ARG2,0.54,0.6567164179104478,1262,50,810,33
vi-VN,11,layer_11,neg,0.94,0.0,1262,50,50,3
vi-VN,11,layer_11,time,0.84,0.3333333333333333,1262,50,175,3
vi-VN,12,layer_12,ARG0,0.6,0.6428571428571429,1262,50,392,19
vi-VN,12,layer_12,ARG1,0.82,0.896551724137931,1262,50,1056,43
vi-VN,12,layer_12,ARG2,0.68,0.7714285714285715,1262,50,810,33
vi-VN,12,layer_12,neg,0.94,0.0,1262,50,50,3
vi-VN,12,layer_12,time,0.9,0.0,1262,50,175,3
hi-IN,0,embedding,ARG0,0.62,0.0,1262,50,393,19
hi-IN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1077,43
hi-IN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,820,33
hi-IN,0,embedding,neg,0.94,0.0,1262,50,50,3
hi-IN,0,embedding,time,0.94,0.0,1262,50,177,3
hi-IN,1,layer_1,ARG0,0.64,0.1,1262,50,393,19
hi-IN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1077,43
hi-IN,1,layer_1,ARG2,0.66,0.7951807228915663,1262,50,820,33
hi-IN,1,layer_1,neg,0.94,0.0,1262,50,50,3
hi-IN,1,layer_1,time,0.94,0.0,1262,50,177,3
hi-IN,2,layer_2,ARG0,0.62,0.0,1262,50,393,19
hi-IN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1077,43
hi-IN,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,820,33
hi-IN,2,layer_2,neg,0.94,0.0,1262,50,50,3
hi-IN,2,layer_2,time,0.94,0.0,1262,50,177,3
hi-IN,3,layer_3,ARG0,0.62,0.0,1262,50,393,19
hi-IN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1077,43
hi-IN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,820,33
hi-IN,3,layer_3,neg,0.94,0.0,1262,50,50,3
hi-IN,3,layer_3,time,0.94,0.0,1262,50,177,3
hi-IN,4,layer_4,ARG0,0.72,0.46153846153846156,1262,50,393,19
hi-IN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1077,43
hi-IN,4,layer_4,ARG2,0.72,0.8205128205128205,1262,50,820,33
hi-IN,4,layer_4,neg,0.94,0.0,1262,50,50,3
hi-IN,4,layer_4,time,0.94,0.0,1262,50,177,3
hi-IN,5,layer_5,ARG0,0.72,0.7083333333333334,1262,50,393,19
hi-IN,5,layer_5,ARG1,0.8,0.8780487804878049,1262,50,1077,43
hi-IN,5,layer_5,ARG2,0.58,0.5531914893617021,1262,50,820,33
hi-IN,5,layer_5,neg,0.94,0.0,1262,50,50,3
hi-IN,5,layer_5,time,0.96,0.5,1262,50,177,3
hi-IN,6,layer_6,ARG0,0.8,0.7619047619047619,1262,50,393,19
hi-IN,6,layer_6,ARG1,0.72,0.8333333333333334,1262,50,1077,43
hi-IN,6,layer_6,ARG2,0.6,0.5652173913043478,1262,50,820,33
hi-IN,6,layer_6,neg,0.92,0.0,1262,50,50,3
hi-IN,6,layer_6,time,0.88,0.25,1262,50,177,3
hi-IN,7,layer_7,ARG0,0.84,0.8095238095238095,1262,50,393,19
hi-IN,7,layer_7,ARG1,0.84,0.9111111111111111,1262,50,1077,43
hi-IN,7,layer_7,ARG2,0.58,0.6181818181818182,1262,50,820,33
hi-IN,7,layer_7,neg,0.92,0.0,1262,50,50,3
hi-IN,7,layer_7,time,0.94,0.4,1262,50,177,3
hi-IN,8,layer_8,ARG0,0.72,0.7307692307692307,1262,50,393,19
hi-IN,8,layer_8,ARG1,0.82,0.896551724137931,1262,50,1077,43
hi-IN,8,layer_8,ARG2,0.44,0.3,1262,50,820,33
hi-IN,8,layer_8,neg,0.94,0.0,1262,50,50,3
hi-IN,8,layer_8,time,0.92,0.0,1262,50,177,3
hi-IN,9,layer_9,ARG0,0.7,0.7058823529411765,1262,50,393,19
hi-IN,9,layer_9,ARG1,0.78,0.8735632183908046,1262,50,1077,43
hi-IN,9,layer_9,ARG2,0.56,0.6071428571428571,1262,50,820,33
hi-IN,9,layer_9,neg,0.86,0.0,1262,50,50,3
hi-IN,9,layer_9,time,0.88,0.0,1262,50,177,3
hi-IN,10,layer_10,ARG0,0.74,0.6486486486486487,1262,50,393,19
hi-IN,10,layer_10,ARG1,0.84,0.9090909090909091,1262,50,1077,43
hi-IN,10,layer_10,ARG2,0.58,0.676923076923077,1262,50,820,33
hi-IN,10,layer_10,neg,0.86,0.0,1262,50,50,3
hi-IN,10,layer_10,time,0.7,0.21052631578947367,1262,50,177,3
hi-IN,11,layer_11,ARG0,0.76,0.75,1262,50,393,19
hi-IN,11,layer_11,ARG1,0.86,0.9230769230769231,1262,50,1077,43
hi-IN,11,layer_11,ARG2,0.7,0.7887323943661971,1262,50,820,33
hi-IN,11,layer_11,neg,0.78,0.0,1262,50,50,3
hi-IN,11,layer_11,time,0.76,0.25,1262,50,177,3
hi-IN,12,layer_12,ARG0,0.68,0.68,1262,50,393,19
hi-IN,12,layer_12,ARG1,0.84,0.9130434782608695,1262,50,1077,43
hi-IN,12,layer_12,ARG2,0.62,0.6666666666666666,1262,50,820,33
hi-IN,12,layer_12,neg,0.82,0.0,1262,50,50,3
hi-IN,12,layer_12,time,0.7,0.2857142857142857,1262,50,177,3
te-IN,0,embedding,ARG0,0.62,0.0,1262,50,383,19
te-IN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,806,33
te-IN,0,embedding,neg,0.94,0.0,1262,50,50,3
te-IN,0,embedding,time,0.94,0.0,1262,50,177,3
te-IN,1,layer_1,ARG0,0.66,0.19047619047619047,1262,50,383,19
te-IN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,1,layer_1,ARG2,0.66,0.7951807228915663,1262,50,806,33
te-IN,1,layer_1,neg,0.94,0.0,1262,50,50,3
te-IN,1,layer_1,time,0.94,0.0,1262,50,177,3
te-IN,2,layer_2,ARG0,0.62,0.0,1262,50,383,19
te-IN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,806,33
te-IN,2,layer_2,neg,0.94,0.0,1262,50,50,3
te-IN,2,layer_2,time,0.94,0.0,1262,50,177,3
te-IN,3,layer_3,ARG0,0.62,0.0,1262,50,383,19
te-IN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,806,33
te-IN,3,layer_3,neg,0.94,0.0,1262,50,50,3
te-IN,3,layer_3,time,0.94,0.0,1262,50,177,3
te-IN,4,layer_4,ARG0,0.76,0.5384615384615384,1262,50,383,19
te-IN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,806,33
te-IN,4,layer_4,neg,0.94,0.0,1262,50,50,3
te-IN,4,layer_4,time,0.94,0.0,1262,50,177,3
te-IN,5,layer_5,ARG0,0.66,0.41379310344827586,1262,50,383,19
te-IN,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1053,43
te-IN,5,layer_5,ARG2,0.58,0.6037735849056604,1262,50,806,33
te-IN,5,layer_5,neg,0.94,0.4,1262,50,50,3
te-IN,5,layer_5,time,0.7,0.2857142857142857,1262,50,177,3
te-IN,6,layer_6,ARG0,0.66,0.5142857142857142,1262,50,383,19
te-IN,6,layer_6,ARG1,0.8,0.8863636363636364,1262,50,1053,43
te-IN,6,layer_6,ARG2,0.64,0.6896551724137931,1262,50,806,33
te-IN,6,layer_6,neg,0.94,0.0,1262,50,50,3
te-IN,6,layer_6,time,0.82,0.18181818181818182,1262,50,177,3
te-IN,7,layer_7,ARG0,0.7,0.5454545454545454,1262,50,383,19
te-IN,7,layer_7,ARG1,0.84,0.9130434782608695,1262,50,1053,43
te-IN,7,layer_7,ARG2,0.7,0.7761194029850746,1262,50,806,33
te-IN,7,layer_7,neg,0.96,0.5,1262,50,50,3
