language,layer,layer_name,feature,accuracy,f1,n_train,n_test,n_pos_train,n_pos_test
ar-SA,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,10,layer_10,neg,0.94,0.0,1262,50,52,3
ar-SA,10,layer_10,time,0.94,0.0,1262,50,181,3
ar-SA,11,layer_11,ARG0,0.62,0.0,1262,50,386,19
ar-SA,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,11,layer_11,ARG2,0.68,0.7894736842105263,1262,50,807,33
ar-SA,11,layer_11,neg,0.94,0.0,1262,50,52,3
ar-SA,11,layer_11,time,0.94,0.0,1262,50,181,3
ar-SA,12,layer_12,ARG0,0.62,0.0,1262,50,386,19
ar-SA,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,12,layer_12,ARG2,0.76,0.8461538461538461,1262,50,807,33
ar-SA,12,layer_12,neg,0.94,0.0,1262,50,52,3
ar-SA,12,layer_12,time,0.94,0.0,1262,50,181,3
jv-ID,0,embedding,ARG0,0.62,0.0,1262,50,393,19
jv-ID,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,0,embedding,neg,0.94,0.0,1262,50,54,3
jv-ID,0,embedding,time,0.94,0.0,1262,50,179,3
jv-ID,1,layer_1,ARG0,0.62,0.0,1262,50,393,19
jv-ID,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,1,layer_1,ARG2,0.66,0.7848101265822784,1262,50,814,33
jv-ID,1,layer_1,neg,0.94,0.0,1262,50,54,3
jv-ID,1,layer_1,time,0.94,0.0,1262,50,179,3
jv-ID,2,layer_2,ARG0,0.62,0.0,1262,50,393,19
jv-ID,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,2,layer_2,neg,0.94,0.0,1262,50,54,3
jv-ID,2,layer_2,time,0.94,0.0,1262,50,179,3
jv-ID,3,layer_3,ARG0,0.62,0.0,1262,50,393,19
jv-ID,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,3,layer_3,neg,0.94,0.0,1262,50,54,3
jv-ID,3,layer_3,time,0.94,0.0,1262,50,179,3
jv-ID,4,layer_4,ARG0,0.62,0.0,1262,50,393,19
jv-ID,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,4,layer_4,neg,0.94,0.0,1262,50,54,3
jv-ID,4,layer_4,time,0.94,0.0,1262,50,179,3
jv-ID,5,layer_5,ARG0,0.62,0.0,1262,50,393,19
jv-ID,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,5,layer_5,ARG2,0.68,0.8048780487804879,1262,50,814,33
jv-ID,5,layer_5,neg,0.94,0.0,1262,50,54,3
jv-ID,5,layer_5,time,0.94,0.0,1262,50,179,3
jv-ID,6,layer_6,ARG0,0.62,0.0,1262,50,393,19
jv-ID,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,6,layer_6,neg,0.94,0.0,1262,50,54,3
jv-ID,6,layer_6,time,0.94,0.0,1262,50,179,3
jv-ID,7,layer_7,ARG0,0.62,0.0,1262,50,393,19
jv-ID,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,7,layer_7,neg,0.94,0.0,1262,50,54,3
jv-ID,7,layer_7,time,0.94,0.0,1262,50,179,3
jv-ID,8,layer_8,ARG0,0.62,0.0,1262,50,393,19
jv-ID,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,8,layer_8,neg,0.94,0.0,1262,50,54,3
jv-ID,8,layer_8,time,0.94,0.0,1262,50,179,3
jv-ID,9,layer_9,ARG0,0.62,0.0,1262,50,393,19
jv-ID,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,9,layer_9,neg,0.94,0.0,1262,50,54,3
jv-ID,9,layer_9,time,0.94,0.0,1262,50,179,3
jv-ID,10,layer_10,ARG0,0.62,0.0,1262,50,393,19
jv-ID,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,814,33
jv-ID,10,layer_10,neg,0.94,0.0,1262,50,54,3
jv-ID,10,layer_10,time,0.94,0.0,1262,50,179,3
jv-ID,11,layer_11,ARG0,0.62,0.0,1262,50,393,19
jv-ID,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,11,layer_11,ARG2,0.66,0.7848101265822784,1262,50,814,33
jv-ID,11,layer_11,neg,0.94,0.0,1262,50,54,3
jv-ID,11,layer_11,time,0.94,0.0,1262,50,179,3
jv-ID,12,layer_12,ARG0,0.62,0.0,1262,50,393,19
jv-ID,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1068,43
jv-ID,12,layer_12,ARG2,0.7,0.8051948051948052,1262,50,814,33
jv-ID,12,layer_12,neg,0.94,0.0,1262,50,54,3
jv-ID,12,layer_12,time,0.94,0.0,1262,50,179,3
hu-HU,0,embedding,ARG0,0.62,0.0,1262,50,381,19
hu-HU,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,0,embedding,neg,0.94,0.0,1262,50,53,3
hu-HU,0,embedding,time,0.94,0.0,1262,50,175,3
hu-HU,1,layer_1,ARG0,0.62,0.0,1262,50,381,19
hu-HU,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,1,layer_1,ARG2,0.68,0.8048780487804879,1262,50,812,33
hu-HU,1,layer_1,neg,0.94,0.0,1262,50,53,3
hu-HU,1,layer_1,time,0.94,0.0,1262,50,175,3
hu-HU,2,layer_2,ARG0,0.62,0.0,1262,50,381,19
hu-HU,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,2,layer_2,ARG2,0.68,0.8048780487804879,1262,50,812,33
hu-HU,2,layer_2,neg,0.94,0.0,1262,50,53,3
hu-HU,2,layer_2,time,0.94,0.0,1262,50,175,3
hu-HU,3,layer_3,ARG0,0.62,0.0,1262,50,381,19
hu-HU,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,3,layer_3,ARG2,0.64,0.7804878048780488,1262,50,812,33
hu-HU,3,layer_3,neg,0.94,0.0,1262,50,53,3
hu-HU,3,layer_3,time,0.94,0.0,1262,50,175,3
hu-HU,4,layer_4,ARG0,0.62,0.0,1262,50,381,19
hu-HU,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,4,layer_4,neg,0.94,0.0,1262,50,53,3
hu-HU,4,layer_4,time,0.94,0.0,1262,50,175,3
hu-HU,5,layer_5,ARG0,0.62,0.0,1262,50,381,19
hu-HU,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,5,layer_5,ARG2,0.64,0.7804878048780488,1262,50,812,33
hu-HU,5,layer_5,neg,0.94,0.0,1262,50,53,3
hu-HU,5,layer_5,time,0.94,0.0,1262,50,175,3
hu-HU,6,layer_6,ARG0,0.62,0.0,1262,50,381,19
hu-HU,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,6,layer_6,neg,0.94,0.0,1262,50,53,3
hu-HU,6,layer_6,time,0.94,0.0,1262,50,175,3
hu-HU,7,layer_7,ARG0,0.62,0.0,1262,50,381,19
hu-HU,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,7,layer_7,neg,0.94,0.0,1262,50,53,3
hu-HU,7,layer_7,time,0.94,0.0,1262,50,175,3
hu-HU,8,layer_8,ARG0,0.62,0.0,1262,50,381,19
hu-HU,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,8,layer_8,neg,0.94,0.0,1262,50,53,3
hu-HU,8,layer_8,time,0.94,0.0,1262,50,175,3
hu-HU,9,layer_9,ARG0,0.62,0.0,1262,50,381,19
hu-HU,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,9,layer_9,neg,0.94,0.0,1262,50,53,3
hu-HU,9,layer_9,time,0.94,0.0,1262,50,175,3
hu-HU,10,layer_10,ARG0,0.62,0.0,1262,50,381,19
hu-HU,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,10,layer_10,neg,0.94,0.0,1262,50,53,3
hu-HU,10,layer_10,time,0.94,0.0,1262,50,175,3
hu-HU,11,layer_11,ARG0,0.62,0.0,1262,50,381,19
hu-HU,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,11,layer_11,ARG2,0.66,0.7951807228915663,1262,50,812,33
hu-HU,11,layer_11,neg,0.94,0.0,1262,50,53,3
hu-HU,11,layer_11,time,0.94,0.0,1262,50,175,3
hu-HU,12,layer_12,ARG0,0.64,0.1,1262,50,381,19
hu-HU,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1058,43
hu-HU,12,layer_12,ARG2,0.64,0.7804878048780488,1262,50,812,33
hu-HU,12,layer_12,neg,0.94,0.0,1262,50,53,3
hu-HU,12,layer_12,time,0.94,0.0,1262,50,175,3
nb-NO,0,embedding,ARG0,0.62,0.0,1262,50,387,19
nb-NO,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,0,embedding,neg,0.94,0.0,1262,50,53,3
nb-NO,0,embedding,time,0.94,0.0,1262,50,175,3
nb-NO,1,layer_1,ARG0,0.62,0.0,1262,50,387,19
nb-NO,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,1,layer_1,ARG2,0.68,0.8048780487804879,1262,50,813,33
nb-NO,1,layer_1,neg,0.94,0.0,1262,50,53,3
nb-NO,1,layer_1,time,0.94,0.0,1262,50,175,3
nb-NO,2,layer_2,ARG0,0.62,0.0,1262,50,387,19
nb-NO,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,2,layer_2,neg,0.94,0.0,1262,50,53,3
nb-NO,2,layer_2,time,0.94,0.0,1262,50,175,3
nb-NO,3,layer_3,ARG0,0.62,0.0,1262,50,387,19
nb-NO,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,813,33
nb-NO,3,layer_3,neg,0.94,0.0,1262,50,53,3
nb-NO,3,layer_3,time,0.94,0.0,1262,50,175,3
nb-NO,4,layer_4,ARG0,0.62,0.0,1262,50,387,19
nb-NO,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,4,layer_4,neg,0.94,0.0,1262,50,53,3
nb-NO,4,layer_4,time,0.94,0.0,1262,50,175,3
nb-NO,5,layer_5,ARG0,0.62,0.0,1262,50,387,19
nb-NO,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,5,layer_5,ARG2,0.66,0.7901234567901234,1262,50,813,33
nb-NO,5,layer_5,neg,0.94,0.0,1262,50,53,3
nb-NO,5,layer_5,time,0.94,0.0,1262,50,175,3
nb-NO,6,layer_6,ARG0,0.62,0.0,1262,50,387,19
nb-NO,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,6,layer_6,neg,0.94,0.0,1262,50,53,3
nb-NO,6,layer_6,time,0.94,0.0,1262,50,175,3
nb-NO,7,layer_7,ARG0,0.62,0.0,1262,50,387,19
nb-NO,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,7,layer_7,neg,0.94,0.0,1262,50,53,3
nb-NO,7,layer_7,time,0.94,0.0,1262,50,175,3
nb-NO,8,layer_8,ARG0,0.62,0.0,1262,50,387,19
nb-NO,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,8,layer_8,neg,0.94,0.0,1262,50,53,3
nb-NO,8,layer_8,time,0.94,0.0,1262,50,175,3
nb-NO,9,layer_9,ARG0,0.62,0.0,1262,50,387,19
nb-NO,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,9,layer_9,neg,0.94,0.0,1262,50,53,3
nb-NO,9,layer_9,time,0.94,0.0,1262,50,175,3
nb-NO,10,layer_10,ARG0,0.62,0.0,1262,50,387,19
nb-NO,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,10,layer_10,neg,0.94,0.0,1262,50,53,3
nb-NO,10,layer_10,time,0.94,0.0,1262,50,175,3
nb-NO,11,layer_11,ARG0,0.62,0.0,1262,50,387,19
nb-NO,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,11,layer_11,ARG2,0.66,0.7951807228915663,1262,50,813,33
nb-NO,11,layer_11,neg,0.94,0.0,1262,50,53,3
nb-NO,11,layer_11,time,0.94,0.0,1262,50,175,3
nb-NO,12,layer_12,ARG0,0.62,0.0,1262,50,387,19
nb-NO,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1058,43
nb-NO,12,layer_12,ARG2,0.64,0.775,1262,50,813,33
nb-NO,12,layer_12,neg,0.94,0.0,1262,50,53,3
nb-NO,12,layer_12,time,0.94,0.0,1262,50,175,3
ur-PK,0,embedding,ARG0,0.62,0.0,1262,50,384,19
ur-PK,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,0,embedding,neg,0.94,0.0,1262,50,50,3
ur-PK,0,embedding,time,0.94,0.0,1262,50,169,3
ur-PK,1,layer_1,ARG0,0.62,0.0,1262,50,384,19
ur-PK,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,1,layer_1,ARG2,0.64,0.7804878048780488,1262,50,808,33
ur-PK,1,layer_1,neg,0.94,0.0,1262,50,50,3
ur-PK,1,layer_1,time,0.94,0.0,1262,50,169,3
ur-PK,2,layer_2,ARG0,0.62,0.0,1262,50,384,19
ur-PK,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,2,layer_2,neg,0.94,0.0,1262,50,50,3
ur-PK,2,layer_2,time,0.94,0.0,1262,50,169,3
ur-PK,3,layer_3,ARG0,0.62,0.0,1262,50,384,19
ur-PK,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,3,layer_3,neg,0.94,0.0,1262,50,50,3
ur-PK,3,layer_3,time,0.94,0.0,1262,50,169,3
ur-PK,4,layer_4,ARG0,0.62,0.0,1262,50,384,19
ur-PK,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,4,layer_4,neg,0.94,0.0,1262,50,50,3
ur-PK,4,layer_4,time,0.94,0.0,1262,50,169,3
ur-PK,5,layer_5,ARG0,0.62,0.0,1262,50,384,19
ur-PK,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,5,layer_5,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,5,layer_5,neg,0.94,0.0,1262,50,50,3
ur-PK,5,layer_5,time,0.94,0.0,1262,50,169,3
ur-PK,6,layer_6,ARG0,0.62,0.0,1262,50,384,19
ur-PK,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,6,layer_6,neg,0.94,0.0,1262,50,50,3
ur-PK,6,layer_6,time,0.94,0.0,1262,50,169,3
ur-PK,7,layer_7,ARG0,0.62,0.0,1262,50,384,19
ur-PK,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,7,layer_7,neg,0.94,0.0,1262,50,50,3
ur-PK,7,layer_7,time,0.94,0.0,1262,50,169,3
ur-PK,8,layer_8,ARG0,0.62,0.0,1262,50,384,19
ur-PK,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,8,layer_8,ARG2,0.64,0.7804878048780488,1262,50,808,33
ur-PK,8,layer_8,neg,0.94,0.0,1262,50,50,3
ur-PK,8,layer_8,time,0.94,0.0,1262,50,169,3
ur-PK,9,layer_9,ARG0,0.62,0.0,1262,50,384,19
ur-PK,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,9,layer_9,neg,0.94,0.0,1262,50,50,3
ur-PK,9,layer_9,time,0.94,0.0,1262,50,169,3
ur-PK,10,layer_10,ARG0,0.62,0.0,1262,50,384,19
ur-PK,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,10,layer_10,neg,0.94,0.0,1262,50,50,3
ur-PK,10,layer_10,time,0.94,0.0,1262,50,169,3
ur-PK,11,layer_11,ARG0,0.62,0.0,1262,50,384,19
ur-PK,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,11,layer_11,ARG2,0.66,0.7951807228915663,1262,50,808,33
ur-PK,11,layer_11,neg,0.94,0.0,1262,50,50,3
ur-PK,11,layer_11,time,0.94,0.0,1262,50,169,3
ur-PK,12,layer_12,ARG0,0.62,0.0,1262,50,384,19
ur-PK,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1054,43
ur-PK,12,layer_12,ARG2,0.66,0.7901234567901234,1262,50,808,33
ur-PK,12,layer_12,neg,0.94,0.0,1262,50,50,3
ur-PK,12,layer_12,time,0.94,0.0,1262,50,169,3
lv-LV,0,embedding,ARG0,0.62,0.0,1262,50,388,19
lv-LV,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,0,embedding,neg,0.94,0.0,1262,50,53,3
lv-LV,0,embedding,time,0.94,0.0,1262,50,169,3
lv-LV,1,layer_1,ARG0,0.62,0.0,1262,50,388,19
lv-LV,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,1,layer_1,ARG2,0.68,0.8048780487804879,1262,50,799,33
lv-LV,1,layer_1,neg,0.94,0.0,1262,50,53,3
lv-LV,1,layer_1,time,0.94,0.0,1262,50,169,3
lv-LV,2,layer_2,ARG0,0.62,0.0,1262,50,388,19
lv-LV,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,2,layer_2,neg,0.94,0.0,1262,50,53,3
lv-LV,2,layer_2,time,0.94,0.0,1262,50,169,3
lv-LV,3,layer_3,ARG0,0.62,0.0,1262,50,388,19
lv-LV,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,799,33
lv-LV,3,layer_3,neg,0.94,0.0,1262,50,53,3
lv-LV,3,layer_3,time,0.94,0.0,1262,50,169,3
lv-LV,4,layer_4,ARG0,0.62,0.0,1262,50,388,19
lv-LV,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,4,layer_4,neg,0.94,0.0,1262,50,53,3
lv-LV,4,layer_4,time,0.94,0.0,1262,50,169,3
lv-LV,5,layer_5,ARG0,0.62,0.0,1262,50,388,19
lv-LV,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,5,layer_5,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,5,layer_5,neg,0.94,0.0,1262,50,53,3
lv-LV,5,layer_5,time,0.94,0.0,1262,50,169,3
lv-LV,6,layer_6,ARG0,0.62,0.0,1262,50,388,19
lv-LV,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,6,layer_6,neg,0.94,0.0,1262,50,53,3
lv-LV,6,layer_6,time,0.94,0.0,1262,50,169,3
lv-LV,7,layer_7,ARG0,0.62,0.0,1262,50,388,19
lv-LV,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,7,layer_7,neg,0.94,0.0,1262,50,53,3
lv-LV,7,layer_7,time,0.94,0.0,1262,50,169,3
lv-LV,8,layer_8,ARG0,0.62,0.0,1262,50,388,19
lv-LV,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,8,layer_8,neg,0.94,0.0,1262,50,53,3
lv-LV,8,layer_8,time,0.94,0.0,1262,50,169,3
lv-LV,9,layer_9,ARG0,0.62,0.0,1262,50,388,19
lv-LV,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,9,layer_9,neg,0.94,0.0,1262,50,53,3
lv-LV,9,layer_9,time,0.94,0.0,1262,50,169,3
lv-LV,10,layer_10,ARG0,0.62,0.0,1262,50,388,19
lv-LV,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,10,layer_10,neg,0.94,0.0,1262,50,53,3
lv-LV,10,layer_10,time,0.94,0.0,1262,50,169,3
lv-LV,11,layer_11,ARG0,0.62,0.0,1262,50,388,19
lv-LV,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,11,layer_11,ARG2,0.66,0.7951807228915663,1262,50,799,33
lv-LV,11,layer_11,neg,0.94,0.0,1262,50,53,3
lv-LV,11,layer_11,time,0.94,0.0,1262,50,169,3
lv-LV,12,layer_12,ARG0,0.62,0.0,1262,50,388,19
lv-LV,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1052,43
lv-LV,12,layer_12,ARG2,0.66,0.7901234567901234,1262,50,799,33
lv-LV,12,layer_12,neg,0.94,0.0,1262,50,53,3
lv-LV,12,layer_12,time,0.94,0.0,1262,50,169,3
ml-IN,0,embedding,ARG0,0.62,0.0,1262,50,385,19
ml-IN,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,0,embedding,neg,0.94,0.0,1262,50,52,3
ml-IN,0,embedding,time,0.94,0.0,1262,50,172,3
ml-IN,1,layer_1,ARG0,0.62,0.0,1262,50,385,19
ml-IN,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,1,layer_1,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,1,layer_1,neg,0.94,0.0,1262,50,52,3
ml-IN,1,layer_1,time,0.94,0.0,1262,50,172,3
ml-IN,2,layer_2,ARG0,0.62,0.0,1262,50,385,19
ml-IN,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,2,layer_2,neg,0.94,0.0,1262,50,52,3
ml-IN,2,layer_2,time,0.94,0.0,1262,50,172,3
ml-IN,3,layer_3,ARG0,0.62,0.0,1262,50,385,19
ml-IN,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,3,layer_3,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,3,layer_3,neg,0.94,0.0,1262,50,52,3
ml-IN,3,layer_3,time,0.94,0.0,1262,50,172,3
ml-IN,4,layer_4,ARG0,0.62,0.0,1262,50,385,19
ml-IN,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,4,layer_4,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,4,layer_4,neg,0.94,0.0,1262,50,52,3
ml-IN,4,layer_4,time,0.94,0.0,1262,50,172,3
ml-IN,5,layer_5,ARG0,0.62,0.0,1262,50,385,19
ml-IN,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,5,layer_5,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,5,layer_5,neg,0.94,0.0,1262,50,52,3
ml-IN,5,layer_5,time,0.94,0.0,1262,50,172,3
ml-IN,6,layer_6,ARG0,0.62,0.0,1262,50,385,19
ml-IN,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,6,layer_6,neg,0.94,0.0,1262,50,52,3
ml-IN,6,layer_6,time,0.94,0.0,1262,50,172,3
ml-IN,7,layer_7,ARG0,0.62,0.0,1262,50,385,19
ml-IN,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,795,33
ml-IN,7,layer_7,neg,0.94,0.0,1262,50,52,3
ml-IN,7,layer_7,time,0.94,0.0,1262,50,172,3
ml-IN,8,layer_8,ARG0,0.62,0.0,1262,50,385,19
ml-IN,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1050,43
ml-IN,8,layer_8,ARG2,0.64,0.775,1262,50,795,33
ml-IN,8,layer_8,neg,0.94,0.0,1262,50,52,3
ml-IN,8,layer_8,time,0.94,0.0,1262,50,172,3
ml-IN,9,layer_9,ARG0,0.62,0.0,1262,50,385,19
ml-IN,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1050,43
