language,layer,layer_name,feature,accuracy,f1,n_train,n_test,n_pos_train,n_pos_test
fa-IR,10,layer_10,ARG1,0.86,0.9247311827956989,1263,50,1050,43
fa-IR,10,layer_10,ARG2,0.66,0.7951807228915663,1263,50,798,33
fa-IR,10,layer_10,neg,0.94,0.0,1263,50,50,3
fa-IR,10,layer_10,time,0.94,0.0,1263,50,165,3
fa-IR,11,layer_11,ARG0,0.62,0.0,1263,50,396,19
fa-IR,11,layer_11,ARG1,0.86,0.9247311827956989,1263,50,1050,43
fa-IR,11,layer_11,ARG2,0.66,0.7951807228915663,1263,50,798,33
fa-IR,11,layer_11,neg,0.94,0.0,1263,50,50,3
fa-IR,11,layer_11,time,0.94,0.0,1263,50,165,3
fa-IR,12,layer_12,ARG0,0.62,0.0,1263,50,396,19
fa-IR,12,layer_12,ARG1,0.86,0.9247311827956989,1263,50,1050,43
fa-IR,12,layer_12,ARG2,0.64,0.775,1263,50,798,33
fa-IR,12,layer_12,neg,0.94,0.0,1263,50,50,3
fa-IR,12,layer_12,time,0.94,0.0,1263,50,165,3
af-ZA,0,embedding,ARG0,0.62,0.0,1263,50,395,19
af-ZA,0,embedding,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,0,embedding,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,0,embedding,neg,0.94,0.0,1263,50,53,3
af-ZA,0,embedding,time,0.94,0.0,1263,50,176,3
af-ZA,1,layer_1,ARG0,0.62,0.0,1263,50,395,19
af-ZA,1,layer_1,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,1,layer_1,ARG2,0.68,0.8,1263,50,817,33
af-ZA,1,layer_1,neg,0.94,0.0,1263,50,53,3
af-ZA,1,layer_1,time,0.94,0.0,1263,50,176,3
af-ZA,2,layer_2,ARG0,0.62,0.0,1263,50,395,19
af-ZA,2,layer_2,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,2,layer_2,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,2,layer_2,neg,0.94,0.0,1263,50,53,3
af-ZA,2,layer_2,time,0.94,0.0,1263,50,176,3
af-ZA,3,layer_3,ARG0,0.62,0.0,1263,50,395,19
af-ZA,3,layer_3,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,3,layer_3,ARG2,0.68,0.8048780487804879,1263,50,817,33
af-ZA,3,layer_3,neg,0.94,0.0,1263,50,53,3
af-ZA,3,layer_3,time,0.94,0.0,1263,50,176,3
af-ZA,4,layer_4,ARG0,0.62,0.0,1263,50,395,19
af-ZA,4,layer_4,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,4,layer_4,ARG2,0.68,0.8048780487804879,1263,50,817,33
af-ZA,4,layer_4,neg,0.94,0.0,1263,50,53,3
af-ZA,4,layer_4,time,0.94,0.0,1263,50,176,3
af-ZA,5,layer_5,ARG0,0.62,0.0,1263,50,395,19
af-ZA,5,layer_5,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,5,layer_5,ARG2,0.68,0.8048780487804879,1263,50,817,33
af-ZA,5,layer_5,neg,0.94,0.0,1263,50,53,3
af-ZA,5,layer_5,time,0.94,0.0,1263,50,176,3
af-ZA,6,layer_6,ARG0,0.62,0.0,1263,50,395,19
af-ZA,6,layer_6,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,6,layer_6,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,6,layer_6,neg,0.94,0.0,1263,50,53,3
af-ZA,6,layer_6,time,0.94,0.0,1263,50,176,3
af-ZA,7,layer_7,ARG0,0.62,0.0,1263,50,395,19
af-ZA,7,layer_7,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,7,layer_7,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,7,layer_7,neg,0.94,0.0,1263,50,53,3
af-ZA,7,layer_7,time,0.94,0.0,1263,50,176,3
af-ZA,8,layer_8,ARG0,0.62,0.0,1263,50,395,19
af-ZA,8,layer_8,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,8,layer_8,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,8,layer_8,neg,0.94,0.0,1263,50,53,3
af-ZA,8,layer_8,time,0.94,0.0,1263,50,176,3
af-ZA,9,layer_9,ARG0,0.62,0.0,1263,50,395,19
af-ZA,9,layer_9,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,9,layer_9,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,9,layer_9,neg,0.94,0.0,1263,50,53,3
af-ZA,9,layer_9,time,0.94,0.0,1263,50,176,3
af-ZA,10,layer_10,ARG0,0.62,0.0,1263,50,395,19
af-ZA,10,layer_10,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,10,layer_10,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,10,layer_10,neg,0.94,0.0,1263,50,53,3
af-ZA,10,layer_10,time,0.94,0.0,1263,50,176,3
af-ZA,11,layer_11,ARG0,0.62,0.0,1263,50,395,19
af-ZA,11,layer_11,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,11,layer_11,ARG2,0.66,0.7951807228915663,1263,50,817,33
af-ZA,11,layer_11,neg,0.94,0.0,1263,50,53,3
af-ZA,11,layer_11,time,0.94,0.0,1263,50,176,3
af-ZA,12,layer_12,ARG0,0.66,0.19047619047619047,1263,50,395,19
af-ZA,12,layer_12,ARG1,0.86,0.9247311827956989,1263,50,1066,43
af-ZA,12,layer_12,ARG2,0.64,0.7631578947368421,1263,50,817,33
af-ZA,12,layer_12,neg,0.94,0.0,1263,50,53,3
af-ZA,12,layer_12,time,0.94,0.0,1263,50,176,3
my-MM,0,embedding,ARG0,0.62,0.0,1263,50,387,19
my-MM,0,embedding,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,0,embedding,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,0,embedding,neg,0.94,0.0,1263,50,51,3
my-MM,0,embedding,time,0.94,0.0,1263,50,171,3
my-MM,1,layer_1,ARG0,0.62,0.0,1263,50,387,19
my-MM,1,layer_1,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,1,layer_1,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,1,layer_1,neg,0.94,0.0,1263,50,51,3
my-MM,1,layer_1,time,0.94,0.0,1263,50,171,3
my-MM,2,layer_2,ARG0,0.62,0.0,1263,50,387,19
my-MM,2,layer_2,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,2,layer_2,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,2,layer_2,neg,0.94,0.0,1263,50,51,3
my-MM,2,layer_2,time,0.94,0.0,1263,50,171,3
my-MM,3,layer_3,ARG0,0.62,0.0,1263,50,387,19
my-MM,3,layer_3,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,3,layer_3,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,3,layer_3,neg,0.94,0.0,1263,50,51,3
my-MM,3,layer_3,time,0.94,0.0,1263,50,171,3
my-MM,4,layer_4,ARG0,0.62,0.0,1263,50,387,19
my-MM,4,layer_4,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,4,layer_4,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,4,layer_4,neg,0.94,0.0,1263,50,51,3
my-MM,4,layer_4,time,0.94,0.0,1263,50,171,3
my-MM,5,layer_5,ARG0,0.62,0.0,1263,50,387,19
my-MM,5,layer_5,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,5,layer_5,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,5,layer_5,neg,0.94,0.0,1263,50,51,3
my-MM,5,layer_5,time,0.94,0.0,1263,50,171,3
my-MM,6,layer_6,ARG0,0.62,0.0,1263,50,387,19
my-MM,6,layer_6,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,6,layer_6,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,6,layer_6,neg,0.94,0.0,1263,50,51,3
my-MM,6,layer_6,time,0.94,0.0,1263,50,171,3
my-MM,7,layer_7,ARG0,0.62,0.0,1263,50,387,19
my-MM,7,layer_7,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,7,layer_7,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,7,layer_7,neg,0.94,0.0,1263,50,51,3
my-MM,7,layer_7,time,0.94,0.0,1263,50,171,3
my-MM,8,layer_8,ARG0,0.62,0.0,1263,50,387,19
my-MM,8,layer_8,ARG1,0.84,0.9130434782608695,1263,50,1051,43
my-MM,8,layer_8,ARG2,0.62,0.759493670886076,1263,50,810,33
my-MM,8,layer_8,neg,0.94,0.0,1263,50,51,3
my-MM,8,layer_8,time,0.94,0.0,1263,50,171,3
my-MM,9,layer_9,ARG0,0.62,0.0,1263,50,387,19
my-MM,9,layer_9,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,9,layer_9,ARG2,0.64,0.775,1263,50,810,33
my-MM,9,layer_9,neg,0.94,0.0,1263,50,51,3
my-MM,9,layer_9,time,0.94,0.0,1263,50,171,3
my-MM,10,layer_10,ARG0,0.64,0.1,1263,50,387,19
my-MM,10,layer_10,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,10,layer_10,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,10,layer_10,neg,0.94,0.0,1263,50,51,3
my-MM,10,layer_10,time,0.94,0.0,1263,50,171,3
my-MM,11,layer_11,ARG0,0.62,0.0,1263,50,387,19
my-MM,11,layer_11,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,11,layer_11,ARG2,0.66,0.7951807228915663,1263,50,810,33
my-MM,11,layer_11,neg,0.94,0.0,1263,50,51,3
my-MM,11,layer_11,time,0.94,0.0,1263,50,171,3
my-MM,12,layer_12,ARG0,0.68,0.3333333333333333,1263,50,387,19
my-MM,12,layer_12,ARG1,0.86,0.9247311827956989,1263,50,1051,43
my-MM,12,layer_12,ARG2,0.68,0.8048780487804879,1263,50,810,33
my-MM,12,layer_12,neg,0.94,0.0,1263,50,51,3
my-MM,12,layer_12,time,0.94,0.0,1263,50,171,3
sw-KE,0,embedding,ARG0,0.62,0.0,1263,50,391,19
sw-KE,0,embedding,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,0,embedding,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,0,embedding,neg,0.94,0.0,1263,50,54,3
sw-KE,0,embedding,time,0.94,0.0,1263,50,177,3
sw-KE,1,layer_1,ARG0,0.62,0.0,1263,50,391,19
sw-KE,1,layer_1,ARG1,0.84,0.9130434782608695,1263,50,1068,43
sw-KE,1,layer_1,ARG2,0.64,0.775,1263,50,818,33
sw-KE,1,layer_1,neg,0.94,0.0,1263,50,54,3
sw-KE,1,layer_1,time,0.94,0.0,1263,50,177,3
sw-KE,2,layer_2,ARG0,0.62,0.0,1263,50,391,19
sw-KE,2,layer_2,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,2,layer_2,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,2,layer_2,neg,0.94,0.0,1263,50,54,3
sw-KE,2,layer_2,time,0.94,0.0,1263,50,177,3
sw-KE,3,layer_3,ARG0,0.62,0.0,1263,50,391,19
sw-KE,3,layer_3,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,3,layer_3,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,3,layer_3,neg,0.94,0.0,1263,50,54,3
sw-KE,3,layer_3,time,0.94,0.0,1263,50,177,3
sw-KE,4,layer_4,ARG0,0.62,0.0,1263,50,391,19
sw-KE,4,layer_4,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,4,layer_4,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,4,layer_4,neg,0.94,0.0,1263,50,54,3
sw-KE,4,layer_4,time,0.94,0.0,1263,50,177,3
sw-KE,5,layer_5,ARG0,0.62,0.0,1263,50,391,19
sw-KE,5,layer_5,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,5,layer_5,ARG2,0.64,0.7804878048780488,1263,50,818,33
sw-KE,5,layer_5,neg,0.94,0.0,1263,50,54,3
sw-KE,5,layer_5,time,0.94,0.0,1263,50,177,3
sw-KE,6,layer_6,ARG0,0.62,0.0,1263,50,391,19
sw-KE,6,layer_6,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,6,layer_6,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,6,layer_6,neg,0.94,0.0,1263,50,54,3
sw-KE,6,layer_6,time,0.94,0.0,1263,50,177,3
sw-KE,7,layer_7,ARG0,0.62,0.0,1263,50,391,19
sw-KE,7,layer_7,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,7,layer_7,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,7,layer_7,neg,0.94,0.0,1263,50,54,3
sw-KE,7,layer_7,time,0.94,0.0,1263,50,177,3
sw-KE,8,layer_8,ARG0,0.62,0.0,1263,50,391,19
sw-KE,8,layer_8,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,8,layer_8,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,8,layer_8,neg,0.94,0.0,1263,50,54,3
sw-KE,8,layer_8,time,0.94,0.0,1263,50,177,3
sw-KE,9,layer_9,ARG0,0.62,0.0,1263,50,391,19
sw-KE,9,layer_9,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,9,layer_9,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,9,layer_9,neg,0.94,0.0,1263,50,54,3
sw-KE,9,layer_9,time,0.94,0.0,1263,50,177,3
sw-KE,10,layer_10,ARG0,0.62,0.0,1263,50,391,19
sw-KE,10,layer_10,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,10,layer_10,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,10,layer_10,neg,0.94,0.0,1263,50,54,3
sw-KE,10,layer_10,time,0.94,0.0,1263,50,177,3
sw-KE,11,layer_11,ARG0,0.62,0.0,1263,50,391,19
sw-KE,11,layer_11,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,11,layer_11,ARG2,0.66,0.7951807228915663,1263,50,818,33
sw-KE,11,layer_11,neg,0.94,0.0,1263,50,54,3
sw-KE,11,layer_11,time,0.94,0.0,1263,50,177,3
sw-KE,12,layer_12,ARG0,0.64,0.1,1263,50,391,19
sw-KE,12,layer_12,ARG1,0.86,0.9247311827956989,1263,50,1068,43
sw-KE,12,layer_12,ARG2,0.68,0.8,1263,50,818,33
sw-KE,12,layer_12,neg,0.94,0.0,1263,50,54,3
sw-KE,12,layer_12,time,0.94,0.0,1263,50,177,3
ca-ES,0,embedding,ARG0,0.62,0.0,1263,50,396,19
ca-ES,0,embedding,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,0,embedding,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,0,embedding,neg,0.94,0.0,1263,50,49,3
ca-ES,0,embedding,time,0.94,0.0,1263,50,172,3
ca-ES,1,layer_1,ARG0,0.62,0.0,1263,50,396,19
ca-ES,1,layer_1,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,1,layer_1,ARG2,0.7,0.8148148148148148,1263,50,811,33
ca-ES,1,layer_1,neg,0.94,0.0,1263,50,49,3
ca-ES,1,layer_1,time,0.94,0.0,1263,50,172,3
ca-ES,2,layer_2,ARG0,0.62,0.0,1263,50,396,19
ca-ES,2,layer_2,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,2,layer_2,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,2,layer_2,neg,0.94,0.0,1263,50,49,3
ca-ES,2,layer_2,time,0.94,0.0,1263,50,172,3
ca-ES,3,layer_3,ARG0,0.62,0.0,1263,50,396,19
ca-ES,3,layer_3,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,3,layer_3,ARG2,0.68,0.8048780487804879,1263,50,811,33
ca-ES,3,layer_3,neg,0.94,0.0,1263,50,49,3
ca-ES,3,layer_3,time,0.94,0.0,1263,50,172,3
ca-ES,4,layer_4,ARG0,0.62,0.0,1263,50,396,19
ca-ES,4,layer_4,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,4,layer_4,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,4,layer_4,neg,0.94,0.0,1263,50,49,3
ca-ES,4,layer_4,time,0.94,0.0,1263,50,172,3
ca-ES,5,layer_5,ARG0,0.62,0.0,1263,50,396,19
ca-ES,5,layer_5,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,5,layer_5,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,5,layer_5,neg,0.94,0.0,1263,50,49,3
ca-ES,5,layer_5,time,0.94,0.0,1263,50,172,3
ca-ES,6,layer_6,ARG0,0.62,0.0,1263,50,396,19
ca-ES,6,layer_6,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,6,layer_6,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,6,layer_6,neg,0.94,0.0,1263,50,49,3
ca-ES,6,layer_6,time,0.94,0.0,1263,50,172,3
ca-ES,7,layer_7,ARG0,0.62,0.0,1263,50,396,19
ca-ES,7,layer_7,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,7,layer_7,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,7,layer_7,neg,0.94,0.0,1263,50,49,3
ca-ES,7,layer_7,time,0.94,0.0,1263,50,172,3
ca-ES,8,layer_8,ARG0,0.62,0.0,1263,50,396,19
ca-ES,8,layer_8,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,8,layer_8,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,8,layer_8,neg,0.94,0.0,1263,50,49,3
ca-ES,8,layer_8,time,0.94,0.0,1263,50,172,3
ca-ES,9,layer_9,ARG0,0.62,0.0,1263,50,396,19
ca-ES,9,layer_9,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,9,layer_9,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,9,layer_9,neg,0.94,0.0,1263,50,49,3
ca-ES,9,layer_9,time,0.94,0.0,1263,50,172,3
ca-ES,10,layer_10,ARG0,0.62,0.0,1263,50,396,19
ca-ES,10,layer_10,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,10,layer_10,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,10,layer_10,neg,0.94,0.0,1263,50,49,3
ca-ES,10,layer_10,time,0.94,0.0,1263,50,172,3
ca-ES,11,layer_11,ARG0,0.62,0.0,1263,50,396,19
ca-ES,11,layer_11,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,11,layer_11,ARG2,0.66,0.7951807228915663,1263,50,811,33
ca-ES,11,layer_11,neg,0.94,0.0,1263,50,49,3
ca-ES,11,layer_11,time,0.94,0.0,1263,50,172,3
ca-ES,12,layer_12,ARG0,0.64,0.1,1263,50,396,19
ca-ES,12,layer_12,ARG1,0.86,0.9247311827956989,1263,50,1065,43
ca-ES,12,layer_12,ARG2,0.64,0.775,1263,50,811,33
ca-ES,12,layer_12,neg,0.94,0.0,1263,50,49,3
ca-ES,12,layer_12,time,0.94,0.0,1263,50,172,3
he-IL,0,embedding,ARG0,0.62,0.0,1262,50,394,19
he-IL,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,0,embedding,neg,0.94,0.0,1262,50,52,3
he-IL,0,embedding,time,0.94,0.0,1262,50,176,3
he-IL,1,layer_1,ARG0,0.62,0.0,1262,50,394,19
he-IL,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,1,layer_1,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,1,layer_1,neg,0.94,0.0,1262,50,52,3
he-IL,1,layer_1,time,0.94,0.0,1262,50,176,3
he-IL,2,layer_2,ARG0,0.62,0.0,1262,50,394,19
he-IL,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,2,layer_2,neg,0.94,0.0,1262,50,52,3
he-IL,2,layer_2,time,0.94,0.0,1262,50,176,3
he-IL,3,layer_3,ARG0,0.62,0.0,1262,50,394,19
he-IL,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,3,layer_3,ARG2,0.68,0.8048780487804879,1262,50,808,33
he-IL,3,layer_3,neg,0.94,0.0,1262,50,52,3
he-IL,3,layer_3,time,0.94,0.0,1262,50,176,3
he-IL,4,layer_4,ARG0,0.62,0.0,1262,50,394,19
he-IL,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,4,layer_4,ARG2,0.68,0.8048780487804879,1262,50,808,33
he-IL,4,layer_4,neg,0.94,0.0,1262,50,52,3
he-IL,4,layer_4,time,0.94,0.0,1262,50,176,3
he-IL,5,layer_5,ARG0,0.62,0.0,1262,50,394,19
he-IL,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,5,layer_5,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,5,layer_5,neg,0.94,0.0,1262,50,52,3
he-IL,5,layer_5,time,0.94,0.0,1262,50,176,3
he-IL,6,layer_6,ARG0,0.62,0.0,1262,50,394,19
he-IL,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,6,layer_6,neg,0.94,0.0,1262,50,52,3
he-IL,6,layer_6,time,0.94,0.0,1262,50,176,3
he-IL,7,layer_7,ARG0,0.62,0.0,1262,50,394,19
he-IL,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,7,layer_7,neg,0.94,0.0,1262,50,52,3
he-IL,7,layer_7,time,0.94,0.0,1262,50,176,3
he-IL,8,layer_8,ARG0,0.62,0.0,1262,50,394,19
he-IL,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,8,layer_8,neg,0.94,0.0,1262,50,52,3
he-IL,8,layer_8,time,0.94,0.0,1262,50,176,3
he-IL,9,layer_9,ARG0,0.62,0.0,1262,50,394,19
he-IL,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,9,layer_9,neg,0.94,0.0,1262,50,52,3
he-IL,9,layer_9,time,0.94,0.0,1262,50,176,3
he-IL,10,layer_10,ARG0,0.62,0.0,1262,50,394,19
he-IL,10,layer_10,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,10,layer_10,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,10,layer_10,neg,0.94,0.0,1262,50,52,3
he-IL,10,layer_10,time,0.94,0.0,1262,50,176,3
he-IL,11,layer_11,ARG0,0.62,0.0,1262,50,394,19
he-IL,11,layer_11,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,11,layer_11,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,11,layer_11,neg,0.94,0.0,1262,50,52,3
he-IL,11,layer_11,time,0.94,0.0,1262,50,176,3
he-IL,12,layer_12,ARG0,0.62,0.0,1262,50,394,19
he-IL,12,layer_12,ARG1,0.86,0.9247311827956989,1262,50,1059,43
he-IL,12,layer_12,ARG2,0.66,0.7951807228915663,1262,50,808,33
he-IL,12,layer_12,neg,0.94,0.0,1262,50,52,3
he-IL,12,layer_12,time,0.94,0.0,1262,50,176,3
ar-SA,0,embedding,ARG0,0.62,0.0,1262,50,386,19
ar-SA,0,embedding,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,0,embedding,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,0,embedding,neg,0.94,0.0,1262,50,52,3
ar-SA,0,embedding,time,0.94,0.0,1262,50,181,3
ar-SA,1,layer_1,ARG0,0.62,0.0,1262,50,386,19
ar-SA,1,layer_1,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,1,layer_1,ARG2,0.68,0.8048780487804879,1262,50,807,33
ar-SA,1,layer_1,neg,0.94,0.0,1262,50,52,3
ar-SA,1,layer_1,time,0.94,0.0,1262,50,181,3
ar-SA,2,layer_2,ARG0,0.62,0.0,1262,50,386,19
ar-SA,2,layer_2,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,2,layer_2,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,2,layer_2,neg,0.94,0.0,1262,50,52,3
ar-SA,2,layer_2,time,0.94,0.0,1262,50,181,3
ar-SA,3,layer_3,ARG0,0.62,0.0,1262,50,386,19
ar-SA,3,layer_3,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,3,layer_3,ARG2,0.7,0.8148148148148148,1262,50,807,33
ar-SA,3,layer_3,neg,0.94,0.0,1262,50,52,3
ar-SA,3,layer_3,time,0.94,0.0,1262,50,181,3
ar-SA,4,layer_4,ARG0,0.62,0.0,1262,50,386,19
ar-SA,4,layer_4,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,4,layer_4,ARG2,0.68,0.8048780487804879,1262,50,807,33
ar-SA,4,layer_4,neg,0.94,0.0,1262,50,52,3
ar-SA,4,layer_4,time,0.94,0.0,1262,50,181,3
ar-SA,5,layer_5,ARG0,0.62,0.0,1262,50,386,19
ar-SA,5,layer_5,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,5,layer_5,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,5,layer_5,neg,0.94,0.0,1262,50,52,3
ar-SA,5,layer_5,time,0.94,0.0,1262,50,181,3
ar-SA,6,layer_6,ARG0,0.62,0.0,1262,50,386,19
ar-SA,6,layer_6,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,6,layer_6,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,6,layer_6,neg,0.94,0.0,1262,50,52,3
ar-SA,6,layer_6,time,0.94,0.0,1262,50,181,3
ar-SA,7,layer_7,ARG0,0.62,0.0,1262,50,386,19
ar-SA,7,layer_7,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,7,layer_7,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,7,layer_7,neg,0.94,0.0,1262,50,52,3
ar-SA,7,layer_7,time,0.94,0.0,1262,50,181,3
ar-SA,8,layer_8,ARG0,0.62,0.0,1262,50,386,19
ar-SA,8,layer_8,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,8,layer_8,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,8,layer_8,neg,0.94,0.0,1262,50,52,3
ar-SA,8,layer_8,time,0.94,0.0,1262,50,181,3
ar-SA,9,layer_9,ARG0,0.62,0.0,1262,50,386,19
ar-SA,9,layer_9,ARG1,0.86,0.9247311827956989,1262,50,1062,43
ar-SA,9,layer_9,ARG2,0.66,0.7951807228915663,1262,50,807,33
ar-SA,9,layer_9,neg,0.94,0.0,1262,50,52,3
ar-SA,9,layer_9,time,0.94,0.0,1262,50,181,3
ar-SA,10,layer_10,ARG0,0.62,0.0,1262,50,386,19
